Unit Serial No : 240-LV0P465-EU
Integration Time : 60 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   10:20:02

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
681.5000      	14673.5143    	1518.54541    
682.0000      	14662.7566    	1486.54541    
682.5000      	14652.0147    	1567.54541    
683.0000      	14641.2884    	1475.81824    
683.5000      	14630.5779    	1510.09094    
684.0000      	14619.8830    	1458.18176    
684.5000      	14609.2038    	1512.63635    
685.0000      	14598.5401    	1454.18176    
685.5000      	14587.8920    	1388.72729    
686.0000      	14577.2595    	1460.18176    
686.5000      	14566.6424    	1454.81824    
687.0000      	14556.0408    	1441.36365    
687.5000      	14545.4545    	1390.72729    
688.0000      	14534.8837    	1546.63635    
688.5000      	14524.3282    	1630.63635    
689.0000      	14513.7881    	1440.18176    
689.5000      	14503.2632    	1434.27271    
690.0000      	14492.7536    	1594.18176    
690.5000      	14482.2592    	1411.45459    
691.0000      	14471.7800    	1489.27271    
691.5000      	14461.3160    	1444.36365    
692.0000      	14450.8671    	1477.09094    
692.5000      	14440.4332    	1642.45459    
693.0000      	14430.0144    	1533.27271    
693.5000      	14419.6107    	1474.36365    
694.0000      	14409.2219    	1578.18176    
694.5000      	14398.8481    	1478.63635    
695.0000      	14388.4892    	1448.63635    
695.5000      	14378.1452    	1442.18176    
696.0000      	14367.8161    	1407.18176    
696.5000      	14357.5018    	1511.27271    
697.0000      	14347.2023    	1468.63635    
697.5000      	14336.9176    	1490.36365    
698.0000      	14326.6476    	1515.00000    
698.5000      	14316.3923    	1494.72729    
699.0000      	14306.1516    	1502.36365    
699.5000      	14295.9257    	1497.18176    
700.0000      	14285.7143    	1502.09094    
700.5000      	14275.5175    	1511.00000    
701.0000      	14265.3352    	1612.09094    
701.5000      	14255.1675    	1435.00000    
702.0000      	14245.0142    	1479.45459    
702.5000      	14234.8754    	1463.27271    
703.0000      	14224.7511    	1442.18176    
703.5000      	14214.6411    	1421.72729    
704.0000      	14204.5455    	1377.81824    
704.5000      	14194.4642    	1485.36365    
705.0000      	14184.3972    	1503.54541    
705.5000      	14174.3444    	1486.63635    
706.0000      	14164.3059    	1561.09094    
706.5000      	14154.2817    	1526.27271    
707.0000      	14144.2716    	1520.18176    
707.5000      	14134.2756    	1450.00000    
708.0000      	14124.2938    	1440.18176    
708.5000      	14114.3260    	1435.45459    
709.0000      	14104.3724    	1500.72729    
709.5000      	14094.4327    	1610.54541    
710.0000      	14084.5070    	1463.36365    
710.5000      	14074.5954    	1497.00000    
711.0000      	14064.6976    	1549.90906    
711.5000      	14054.8138    	1542.36365    
712.0000      	14044.9438    	1512.00000    
712.5000      	14035.0877    	1517.00000    
713.0000      	14025.2454    	1495.36365    
713.5000      	14015.4170    	1563.90906    
714.0000      	14005.6022    	1527.00000    
714.5000      	13995.8013    	1584.81824    
715.0000      	13986.0140    	1424.36365    
715.5000      	13976.2404    	1485.00000    
716.0000      	13966.4804    	1499.63635    
716.5000      	13956.7341    	1504.72729    
717.0000      	13947.0014    	1485.27271    
717.5000      	13937.2822    	1449.00000    
718.0000      	13927.5766    	1510.54541    
718.5000      	13917.8845    	1481.00000    
719.0000      	13908.2058    	1458.18176    
719.5000      	13898.5407    	1482.09094    
720.0000      	13888.8889    	1547.36365    
720.5000      	13879.2505    	1508.00000    
721.0000      	13869.6255    	1451.81824    
721.5000      	13860.0139    	1472.81824    
722.0000      	13850.4155    	1477.81824    
722.5000      	13840.8304    	1352.63635    
723.0000      	13831.2586    	1431.54541    
723.5000      	13821.7001    	1419.63635    
724.0000      	13812.1547    	1368.81824    
724.5000      	13802.6225    	1395.00000    
725.0000      	13793.1034    	1497.90906    
725.5000      	13783.5975    	1482.81824    
726.0000      	13774.1047    	1432.27271    
726.5000      	13764.6249    	1469.45459    
727.0000      	13755.1582    	1434.18176    
727.5000      	13745.7045    	1449.72729    
728.0000      	13736.2637    	1510.00000    
728.5000      	13726.8360    	1470.45459    
729.0000      	13717.4211    	1506.00000    
729.5000      	13708.0192    	1487.81824    
730.0000      	13698.6301    	1499.36365    
730.5000      	13689.2539    	1499.27271    
731.0000      	13679.8906    	1515.18176    
731.5000      	13670.5400    	1473.54541    
732.0000      	13661.2022    	1436.09094    
732.5000      	13651.8771    	1540.27271    
733.0000      	13642.5648    	1475.54541    
733.5000      	13633.2652    	1547.45459    
734.0000      	13623.9782    	1544.45459    
734.5000      	13614.7039    	1468.00000    
735.0000      	13605.4422    	1523.45459    
735.5000      	13596.1931    	1456.45459    
736.0000      	13586.9565    	1475.27271    
736.5000      	13577.7325    	1532.81824    
737.0000      	13568.5210    	1523.18176    
737.5000      	13559.3220    	1457.63635    
738.0000      	13550.1355    	1480.09094    
738.5000      	13540.9614    	1439.45459    
739.0000      	13531.7997    	1409.27271    
739.5000      	13522.6504    	1423.27271    
740.0000      	13513.5135    	1432.63635    
740.5000      	13504.3889    	1377.63635    
741.0000      	13495.2767    	1460.45459    
741.5000      	13486.1767    	1560.36365    
742.0000      	13477.0889    	1599.00000    
742.5000      	13468.0135    	1424.63635    
743.0000      	13458.9502    	1443.18176    
743.5000      	13449.8991    	1465.81824    
744.0000      	13440.8602    	1458.90906    
744.5000      	13431.8334    	1527.27271    
745.0000      	13422.8188    	1479.00000    
745.5000      	13413.8162    	1406.27271    
746.0000      	13404.8257    	1419.27271    
746.5000      	13395.8473    	1463.09094    
747.0000      	13386.8809    	1401.63635    
747.5000      	13377.9264    	1482.72729    
748.0000      	13368.9840    	1432.09094    
748.5000      	13360.0534    	1472.54541    
749.0000      	13351.1348    	1457.90906    
749.5000      	13342.2282    	1430.54541    
750.0000      	13333.3333    	1429.18176    
750.5000      	13324.4504    	1468.45459    
751.0000      	13315.5792    	1494.54541    
751.5000      	13306.7199    	1534.63635    
752.0000      	13297.8723    	1554.27271    
752.5000      	13289.0365    	1580.00000    
753.0000      	13280.2125    	1586.81824    
753.5000      	13271.4001    	1550.90906    
754.0000      	13262.5995    	1484.45459    
754.5000      	13253.8105    	1561.27271    
755.0000      	13245.0331    	1495.00000    
755.5000      	13236.2674    	1473.45459    
756.0000      	13227.5132    	1497.45459    
756.5000      	13218.7707    	1522.27271    
757.0000      	13210.0396    	1472.72729    
757.5000      	13201.3201    	1461.00000    
758.0000      	13192.6121    	1506.72729    
758.5000      	13183.9156    	1510.63635    
759.0000      	13175.2306    	1559.90906    
759.5000      	13166.5569    	1462.00000    
760.0000      	13157.8947    	1485.81824    
760.5000      	13149.2439    	1571.45459    
761.0000      	13140.6045    	1413.18176    
761.5000      	13131.9764    	1550.54541    
762.0000      	13123.3596    	1483.18176    
762.5000      	13114.7541    	1470.36365    
763.0000      	13106.1599    	1459.27271    
763.5000      	13097.5769    	1503.27271    
764.0000      	13089.0052    	1483.00000    
764.5000      	13080.4447    	1392.36365    
765.0000      	13071.8954    	1435.36365    
765.5000      	13063.3573    	1492.81824    
766.0000      	13054.8303    	1508.09094    
766.5000      	13046.3144    	1520.90906    
767.0000      	13037.8096    	1470.54541    
767.5000      	13029.3160    	1383.09094    
768.0000      	13020.8333    	1470.36365    
768.5000      	13012.3617    	1544.36365    
769.0000      	13003.9012    	1515.00000    
769.5000      	12995.4516    	1514.54541    
770.0000      	12987.0130    	1500.63635    
770.5000      	12978.5853    	1475.54541    
771.0000      	12970.1686    	1554.63635    
771.5000      	12961.7628    	1609.27271    
772.0000      	12953.3679    	1476.00000    
772.5000      	12944.9838    	1463.81824    
773.0000      	12936.6106    	1469.18176    
773.5000      	12928.2482    	1490.36365    
774.0000      	12919.8966    	1523.36365    
774.5000      	12911.5558    	1466.00000    
775.0000      	12903.2258    	1486.81824    
775.5000      	12894.9065    	1503.00000    
776.0000      	12886.5979    	1475.54541    
776.5000      	12878.3001    	1468.90906    
777.0000      	12870.0129    	1475.63635    
777.5000      	12861.7363    	1420.45459    
778.0000      	12853.4704    	1460.09094    
778.5000      	12845.2152    	1567.09094    
779.0000      	12836.9705    	1512.09094    
779.5000      	12828.7364    	1542.54541    
780.0000      	12820.5128    	1429.09094    
780.5000      	12812.2998    	1424.72729    
781.0000      	12804.0973    	1471.45459    
781.5000      	12795.9053    	1522.81824    
782.0000      	12787.7238    	1518.81824    
782.5000      	12779.5527    	1449.45459    
783.0000      	12771.3921    	1417.54541    
783.5000      	12763.2419    	1466.00000    
784.0000      	12755.1020    	1438.09094    
784.5000      	12746.9726    	1549.90906    
785.0000      	12738.8535    	1456.72729    
785.5000      	12730.7447    	1441.09094    
786.0000      	12722.6463    	1441.18176    
786.5000      	12714.5582    	1457.63635    
787.0000      	12706.4803    	1572.36365    
787.5000      	12698.4127    	1482.54541    
788.0000      	12690.3553    	1589.90906    
788.5000      	12682.3082    	1485.81824    
789.0000      	12674.2712    	1538.81824    
789.5000      	12666.2445    	1503.00000    
790.0000      	12658.2278    	1464.09094    
790.5000      	12650.2214    	1469.27271    
791.0000      	12642.2250    	1444.00000    
791.5000      	12634.2388    	1463.18176    
792.0000      	12626.2626    	1524.90906    
792.5000      	12618.2965    	1487.54541    
793.0000      	12610.3405    	1456.18176    
793.5000      	12602.3945    	1426.27271    
794.0000      	12594.4584    	1523.72729    
794.5000      	12586.5324    	1519.27271    
795.0000      	12578.6164    	1523.72729    
795.5000      	12570.7102    	1511.63635    
796.0000      	12562.8141    	1436.00000    
796.5000      	12554.9278    	1457.00000    
797.0000      	12547.0514    	1514.72729    
797.5000      	12539.1850    	1507.54541    
798.0000      	12531.3283    	1487.54541    
798.5000      	12523.4815    	1443.00000    
799.0000      	12515.6446    	1420.09094    
799.5000      	12507.8174    	1500.90906    
800.0000      	12500.0000    	1556.45459    
