Unit Serial No : 240-LV0P465-EU
Integration Time : 240 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   10:13:18

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
677.5000      	14760.1476    	2530.36353    
678.0000      	14749.2625    	2634.45459    
678.5000      	14738.3935    	2687.18188    
679.0000      	14727.5405    	3132.36353    
679.5000      	14716.7035    	2704.09082    
680.0000      	14705.8824    	2596.18188    
680.5000      	14695.0771    	2331.54541    
681.0000      	14684.2878    	2415.00000    
681.5000      	14673.5143    	2716.45459    
682.0000      	14662.7566    	2594.90918    
682.5000      	14652.0147    	2790.27271    
683.0000      	14641.2884    	2482.18188    
683.5000      	14630.5779    	2574.54541    
684.0000      	14619.8830    	2428.45459    
684.5000      	14609.2038    	2658.90918    
685.0000      	14598.5401    	2529.09082    
685.5000      	14587.8920    	2227.27271    
686.0000      	14577.2595    	2464.54541    
686.5000      	14566.6424    	2319.54541    
687.0000      	14556.0408    	2313.36353    
687.5000      	14545.4545    	2174.90918    
688.0000      	14534.8837    	2817.72729    
688.5000      	14524.3282    	3216.63647    
689.0000      	14513.7881    	2384.45459    
689.5000      	14503.2632    	2359.81812    
690.0000      	14492.7536    	2939.63647    
690.5000      	14482.2592    	2297.54541    
691.0000      	14471.7800    	2652.18188    
691.5000      	14461.3160    	2483.54541    
692.0000      	14450.8671    	2560.00000    
692.5000      	14440.4332    	3189.18188    
693.0000      	14430.0144    	2694.18188    
693.5000      	14419.6107    	2482.81812    
694.0000      	14409.2219    	2978.63647    
694.5000      	14398.8481    	2595.90918    
695.0000      	14388.4892    	2527.63647    
695.5000      	14378.1452    	2504.81812    
696.0000      	14367.8161    	2279.90918    
696.5000      	14357.5018    	2731.18188    
697.0000      	14347.2023    	2520.18188    
697.5000      	14336.9176    	2570.09082    
698.0000      	14326.6476    	2801.45459    
698.5000      	14316.3923    	2695.90918    
699.0000      	14306.1516    	2665.18188    
699.5000      	14295.9257    	2552.54541    
700.0000      	14285.7143    	2504.90918    
700.5000      	14275.5175    	2733.90918    
701.0000      	14265.3352    	3127.90918    
701.5000      	14255.1675    	2450.00000    
702.0000      	14245.0142    	2545.54541    
702.5000      	14234.8754    	2455.00000    
703.0000      	14224.7511    	2396.18188    
703.5000      	14214.6411    	2368.09082    
704.0000      	14204.5455    	2156.36353    
704.5000      	14194.4642    	2614.63647    
705.0000      	14184.3972    	2624.09082    
705.5000      	14174.3444    	2527.27271    
706.0000      	14164.3059    	2770.18188    
706.5000      	14154.2817    	2772.72729    
707.0000      	14144.2716    	2674.90918    
707.5000      	14134.2756    	2476.09082    
708.0000      	14124.2938    	2410.27271    
708.5000      	14114.3260    	2386.90918    
709.0000      	14104.3724    	2687.72729    
709.5000      	14094.4327    	3116.45459    
710.0000      	14084.5070    	2552.00000    
710.5000      	14074.5954    	2589.36353    
711.0000      	14064.6976    	2734.81812    
711.5000      	14054.8138    	2758.54541    
712.0000      	14044.9438    	2653.27271    
712.5000      	14035.0877    	2671.54541    
713.0000      	14025.2454    	2579.00000    
713.5000      	14015.4170    	2969.54541    
714.0000      	14005.6022    	2764.90918    
714.5000      	13995.8013    	2997.00000    
715.0000      	13986.0140    	2349.27271    
715.5000      	13976.2404    	2510.18188    
716.0000      	13966.4804    	2625.81812    
716.5000      	13956.7341    	2608.72729    
717.0000      	13947.0014    	2623.63647    
717.5000      	13937.2822    	2480.54541    
718.0000      	13927.5766    	2621.18188    
718.5000      	13917.8845    	2633.36353    
719.0000      	13908.2058    	2503.81812    
719.5000      	13898.5407    	2654.36353    
720.0000      	13888.8889    	2874.27271    
720.5000      	13879.2505    	2656.63647    
721.0000      	13869.6255    	2499.81812    
721.5000      	13860.0139    	2507.72729    
722.0000      	13850.4155    	2594.72729    
722.5000      	13840.8304    	2084.09082    
723.0000      	13831.2586    	2420.54541    
723.5000      	13821.7001    	2334.18188    
724.0000      	13812.1547    	2219.81812    
724.5000      	13802.6225    	2218.36353    
725.0000      	13793.1034    	2574.27271    
725.5000      	13783.5975    	2501.72729    
726.0000      	13774.1047    	2395.54541    
726.5000      	13764.6249    	2612.18188    
727.0000      	13755.1582    	2354.45459    
727.5000      	13745.7045    	2423.54541    
728.0000      	13736.2637    	2599.36353    
728.5000      	13726.8360    	2602.90918    
729.0000      	13717.4211    	2665.09082    
729.5000      	13708.0192    	2615.36353    
730.0000      	13698.6301    	2639.36353    
730.5000      	13689.2539    	2620.18188    
731.0000      	13679.8906    	2711.63647    
731.5000      	13670.5400    	2594.63647    
732.0000      	13661.2022    	2502.00000    
732.5000      	13651.8771    	2797.54541    
733.0000      	13642.5648    	2554.90918    
733.5000      	13633.2652    	2761.72729    
734.0000      	13623.9782    	2801.45459    
734.5000      	13614.7039    	2445.27271    
735.0000      	13605.4422    	2774.00000    
735.5000      	13596.1931    	2536.45459    
736.0000      	13586.9565    	2644.09082    
736.5000      	13577.7325    	2823.27271    
737.0000      	13568.5210    	2771.00000    
737.5000      	13559.3220    	2468.36353    
738.0000      	13550.1355    	2501.90918    
738.5000      	13540.9614    	2432.90918    
739.0000      	13531.7997    	2238.36353    
739.5000      	13522.6504    	2372.81812    
740.0000      	13513.5135    	2356.36353    
740.5000      	13504.3889    	2138.00000    
741.0000      	13495.2767    	2499.63647    
741.5000      	13486.1767    	2952.54541    
742.0000      	13477.0889    	3090.27271    
742.5000      	13468.0135    	2357.63647    
743.0000      	13458.9502    	2427.09082    
743.5000      	13449.8991    	2542.63647    
744.0000      	13440.8602    	2498.81812    
744.5000      	13431.8334    	2706.81812    
745.0000      	13422.8188    	2557.81812    
745.5000      	13413.8162    	2251.72729    
746.0000      	13404.8257    	2276.54541    
746.5000      	13395.8473    	2575.27271    
747.0000      	13386.8809    	2342.72729    
747.5000      	13377.9264    	2640.81812    
748.0000      	13368.9840    	2394.09082    
748.5000      	13360.0534    	2498.09082    
749.0000      	13351.1348    	2379.54541    
749.5000      	13342.2282    	2330.90918    
750.0000      	13333.3333    	2355.09082    
750.5000      	13324.4504    	2541.72729    
751.0000      	13315.5792    	2697.72729    
751.5000      	13306.7199    	2802.45459    
752.0000      	13297.8723    	2901.09082    
752.5000      	13289.0365    	2972.18188    
753.0000      	13280.2125    	3119.36353    
753.5000      	13271.4001    	2773.27271    
754.0000      	13262.5995    	2580.27271    
754.5000      	13253.8105    	2800.81812    
755.0000      	13245.0331    	2641.54541    
755.5000      	13236.2674    	2501.45459    
756.0000      	13227.5132    	2624.90918    
756.5000      	13218.7707    	2774.18188    
757.0000      	13210.0396    	2579.54541    
757.5000      	13201.3201    	2540.36353    
758.0000      	13192.6121    	2681.54541    
758.5000      	13183.9156    	2724.00000    
759.0000      	13175.2306    	2963.90918    
759.5000      	13166.5569    	2428.09082    
760.0000      	13157.8947    	2570.81812    
760.5000      	13149.2439    	2990.00000    
761.0000      	13140.6045    	2345.09082    
761.5000      	13131.9764    	2880.18188    
762.0000      	13123.3596    	2624.63647    
762.5000      	13114.7541    	2536.54541    
763.0000      	13106.1599    	2515.90918    
763.5000      	13097.5769    	2683.90918    
764.0000      	13089.0052    	2594.81812    
764.5000      	13080.4447    	2252.54541    
765.0000      	13071.8954    	2394.90918    
765.5000      	13063.3573    	2586.45459    
766.0000      	13054.8303    	2685.36353    
766.5000      	13046.3144    	2774.18188    
767.0000      	13037.8096    	2572.54541    
767.5000      	13029.3160    	2178.18188    
768.0000      	13020.8333    	2584.90918    
768.5000      	13012.3617    	2804.27271    
769.0000      	13003.9012    	2693.45459    
769.5000      	12995.4516    	2701.45459    
770.0000      	12987.0130    	2657.18188    
770.5000      	12978.5853    	2547.36353    
771.0000      	12970.1686    	2765.27271    
771.5000      	12961.7628    	3105.36353    
772.0000      	12953.3679    	2557.18188    
772.5000      	12944.9838    	2516.90918    
773.0000      	12936.6106    	2594.18188    
773.5000      	12928.2482    	2653.54541    
774.0000      	12919.8966    	2711.45459    
774.5000      	12911.5558    	2494.63647    
775.0000      	12903.2258    	2615.00000    
775.5000      	12894.9065    	2603.18188    
776.0000      	12886.5979    	2616.18188    
776.5000      	12878.3001    	2504.36353    
777.0000      	12870.0129    	2537.63647    
777.5000      	12861.7363    	2306.36353    
778.0000      	12853.4704    	2486.63647    
778.5000      	12845.2152    	2930.00000    
779.0000      	12836.9705    	2790.00000    
779.5000      	12828.7364    	2832.09082    
780.0000      	12820.5128    	2391.63647    
780.5000      	12812.2998    	2336.90918    
781.0000      	12804.0973    	2466.00000    
781.5000      	12795.9053    	2769.09082    
782.0000      	12787.7238    	2678.72729    
782.5000      	12779.5527    	2459.81812    
783.0000      	12771.3921    	2330.00000    
783.5000      	12763.2419    	2486.18188    
784.0000      	12755.1020    	2350.90918    
784.5000      	12746.9726    	2848.81812    
785.0000      	12738.8535    	2582.36353    
785.5000      	12730.7447    	2443.90918    
786.0000      	12722.6463    	2420.90918    
786.5000      	12714.5582    	2449.45459    
787.0000      	12706.4803    	2807.54541    
787.5000      	12698.4127    	2599.45459    
788.0000      	12690.3553    	2993.18188    
788.5000      	12682.3082    	2613.90918    
789.0000      	12674.2712    	2712.09082    
789.5000      	12666.2445    	2587.63647    
790.0000      	12658.2278    	2504.18188    
790.5000      	12650.2214    	2543.90918    
791.0000      	12642.2250    	2445.00000    
791.5000      	12634.2388    	2510.72729    
792.0000      	12626.2626    	2672.45459    
792.5000      	12618.2965    	2572.63647    
793.0000      	12610.3405    	2447.27271    
793.5000      	12602.3945    	2361.18188    
794.0000      	12594.4584    	2692.27271    
794.5000      	12586.5324    	2732.63647    
795.0000      	12578.6164    	2784.18188    
795.5000      	12570.7102    	2689.63647    
796.0000      	12562.8141    	2405.27271    
796.5000      	12554.9278    	2407.54541    
797.0000      	12547.0514    	2690.72729    
797.5000      	12539.1850    	2559.36353    
798.0000      	12531.3283    	2563.27271    
798.5000      	12523.4815    	2389.81812    
799.0000      	12515.6446    	2322.63647    
799.5000      	12507.8174    	2680.45459    
800.0000      	12500.0000    	2916.27271    
