Unit Serial No : 240-LV0P465-EU
Integration Time : 60 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   10:23:23

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
685.0000      	14598.5401    	1451.00000    
685.5000      	14587.8920    	1374.09094    
686.0000      	14577.2595    	1433.90906    
686.5000      	14566.6424    	1429.45459    
687.0000      	14556.0408    	1410.72729    
687.5000      	14545.4545    	1377.63635    
688.0000      	14534.8837    	1528.90906    
688.5000      	14524.3282    	1641.90906    
689.0000      	14513.7881    	1407.72729    
689.5000      	14503.2632    	1403.45459    
690.0000      	14492.7536    	1560.27271    
690.5000      	14482.2592    	1435.00000    
691.0000      	14471.7800    	1483.45459    
691.5000      	14461.3160    	1442.54541    
692.0000      	14450.8671    	1450.18176    
692.5000      	14440.4332    	1633.36365    
693.0000      	14430.0144    	1508.00000    
693.5000      	14419.6107    	1458.09094    
694.0000      	14409.2219    	1577.45459    
694.5000      	14398.8481    	1475.63635    
695.0000      	14388.4892    	1447.00000    
695.5000      	14378.1452    	1449.90906    
696.0000      	14367.8161    	1420.18176    
696.5000      	14357.5018    	1520.27271    
697.0000      	14347.2023    	1459.00000    
697.5000      	14336.9176    	1460.09094    
698.0000      	14326.6476    	1515.54541    
698.5000      	14316.3923    	1477.36365    
699.0000      	14306.1516    	1483.63635    
699.5000      	14295.9257    	1470.63635    
700.0000      	14285.7143    	1472.63635    
700.5000      	14275.5175    	1505.54541    
701.0000      	14265.3352    	1585.27271    
701.5000      	14255.1675    	1425.63635    
702.0000      	14245.0142    	1472.45459    
702.5000      	14234.8754    	1457.63635    
703.0000      	14224.7511    	1417.54541    
703.5000      	14214.6411    	1420.72729    
704.0000      	14204.5455    	1365.45459    
704.5000      	14194.4642    	1493.18176    
705.0000      	14184.3972    	1461.81824    
705.5000      	14174.3444    	1442.90906    
706.0000      	14164.3059    	1528.54541    
706.5000      	14154.2817    	1522.63635    
707.0000      	14144.2716    	1485.54541    
707.5000      	14134.2756    	1461.45459    
708.0000      	14124.2938    	1423.90906    
708.5000      	14114.3260    	1429.90906    
709.0000      	14104.3724    	1488.27271    
709.5000      	14094.4327    	1615.18176    
710.0000      	14084.5070    	1450.00000    
710.5000      	14074.5954    	1450.45459    
711.0000      	14064.6976    	1529.45459    
711.5000      	14054.8138    	1522.27271    
712.0000      	14044.9438    	1479.36365    
712.5000      	14035.0877    	1488.54541    
713.0000      	14025.2454    	1459.63635    
713.5000      	14015.4170    	1583.00000    
714.0000      	14005.6022    	1506.81824    
714.5000      	13995.8013    	1562.09094    
715.0000      	13986.0140    	1426.81824    
715.5000      	13976.2404    	1477.09094    
716.0000      	13966.4804    	1480.72729    
716.5000      	13956.7341    	1472.18176    
717.0000      	13947.0014    	1478.45459    
717.5000      	13937.2822    	1469.09094    
718.0000      	13927.5766    	1495.27271    
718.5000      	13917.8845    	1508.36365    
719.0000      	13908.2058    	1490.72729    
719.5000      	13898.5407    	1508.18176    
720.0000      	13888.8889    	1550.63635    
720.5000      	13879.2505    	1513.81824    
721.0000      	13869.6255    	1455.36365    
721.5000      	13860.0139    	1449.27271    
722.0000      	13850.4155    	1479.27271    
722.5000      	13840.8304    	1371.09094    
723.0000      	13831.2586    	1433.27271    
723.5000      	13821.7001    	1398.45459    
724.0000      	13812.1547    	1376.63635    
724.5000      	13802.6225    	1383.18176    
725.0000      	13793.1034    	1455.54541    
725.5000      	13783.5975    	1453.72729    
726.0000      	13774.1047    	1424.36365    
726.5000      	13764.6249    	1469.27271    
727.0000      	13755.1582    	1429.00000    
727.5000      	13745.7045    	1455.27271    
728.0000      	13736.2637    	1470.27271    
728.5000      	13726.8360    	1494.81824    
729.0000      	13717.4211    	1497.63635    
729.5000      	13708.0192    	1474.54541    
730.0000      	13698.6301    	1488.72729    
730.5000      	13689.2539    	1481.72729    
731.0000      	13679.8906    	1516.63635    
731.5000      	13670.5400    	1468.09094    
732.0000      	13661.2022    	1436.81824    
732.5000      	13651.8771    	1515.72729    
733.0000      	13642.5648    	1463.36365    
733.5000      	13633.2652    	1531.18176    
734.0000      	13623.9782    	1516.63635    
734.5000      	13614.7039    	1449.54541    
735.0000      	13605.4422    	1519.45459    
735.5000      	13596.1931    	1438.45459    
736.0000      	13586.9565    	1496.54541    
736.5000      	13577.7325    	1539.09094    
737.0000      	13568.5210    	1536.09094    
737.5000      	13559.3220    	1455.63635    
738.0000      	13550.1355    	1444.36365    
738.5000      	13540.9614    	1419.18176    
739.0000      	13531.7997    	1401.72729    
739.5000      	13522.6504    	1439.63635    
740.0000      	13513.5135    	1425.27271    
740.5000      	13504.3889    	1380.27271    
741.0000      	13495.2767    	1462.45459    
741.5000      	13486.1767    	1567.18176    
742.0000      	13477.0889    	1593.63635    
742.5000      	13468.0135    	1404.45459    
743.0000      	13458.9502    	1431.72729    
743.5000      	13449.8991    	1488.72729    
744.0000      	13440.8602    	1455.81824    
744.5000      	13431.8334    	1501.54541    
745.0000      	13422.8188    	1446.09094    
745.5000      	13413.8162    	1412.18176    
746.0000      	13404.8257    	1415.45459    
746.5000      	13395.8473    	1496.63635    
747.0000      	13386.8809    	1428.09094    
747.5000      	13377.9264    	1499.18176    
748.0000      	13368.9840    	1440.36365    
748.5000      	13360.0534    	1477.27271    
749.0000      	13351.1348    	1454.45459    
749.5000      	13342.2282    	1424.00000    
750.0000      	13333.3333    	1407.90906    
750.5000      	13324.4504    	1478.81824    
751.0000      	13315.5792    	1519.00000    
751.5000      	13306.7199    	1537.72729    
752.0000      	13297.8723    	1572.45459    
752.5000      	13289.0365    	1588.72729    
753.0000      	13280.2125    	1629.63635    
753.5000      	13271.4001    	1533.27271    
754.0000      	13262.5995    	1457.18176    
754.5000      	13253.8105    	1527.27271    
755.0000      	13245.0331    	1484.45459    
755.5000      	13236.2674    	1456.72729    
756.0000      	13227.5132    	1519.00000    
756.5000      	13218.7707    	1503.27271    
757.0000      	13210.0396    	1474.81824    
757.5000      	13201.3201    	1456.63635    
758.0000      	13192.6121    	1516.72729    
758.5000      	13183.9156    	1529.18176    
759.0000      	13175.2306    	1562.63635    
759.5000      	13166.5569    	1434.09094    
760.0000      	13157.8947    	1459.27271    
760.5000      	13149.2439    	1553.63635    
761.0000      	13140.6045    	1416.72729    
761.5000      	13131.9764    	1589.09094    
762.0000      	13123.3596    	1484.90906    
762.5000      	13114.7541    	1490.45459    
763.0000      	13106.1599    	1476.72729    
763.5000      	13097.5769    	1498.90906    
764.0000      	13089.0052    	1472.09094    
764.5000      	13080.4447    	1379.09094    
765.0000      	13071.8954    	1438.45459    
765.5000      	13063.3573    	1502.72729    
766.0000      	13054.8303    	1520.45459    
766.5000      	13046.3144    	1516.36365    
767.0000      	13037.8096    	1497.00000    
767.5000      	13029.3160    	1386.54541    
768.0000      	13020.8333    	1488.45459    
768.5000      	13012.3617    	1540.81824    
769.0000      	13003.9012    	1499.00000    
769.5000      	12995.4516    	1503.36365    
770.0000      	12987.0130    	1488.90906    
770.5000      	12978.5853    	1457.00000    
771.0000      	12970.1686    	1522.72729    
771.5000      	12961.7628    	1601.45459    
772.0000      	12953.3679    	1455.81824    
772.5000      	12944.9838    	1476.45459    
773.0000      	12936.6106    	1475.36365    
773.5000      	12928.2482    	1480.36365    
774.0000      	12919.8966    	1516.63635    
774.5000      	12911.5558    	1463.81824    
775.0000      	12903.2258    	1494.72729    
775.5000      	12894.9065    	1493.72729    
776.0000      	12886.5979    	1452.00000    
776.5000      	12878.3001    	1441.81824    
777.0000      	12870.0129    	1460.09094    
777.5000      	12861.7363    	1396.81824    
778.0000      	12853.4704    	1470.45459    
778.5000      	12845.2152    	1592.00000    
779.0000      	12836.9705    	1526.09094    
779.5000      	12828.7364    	1529.90906    
780.0000      	12820.5128    	1424.54541    
780.5000      	12812.2998    	1423.90906    
781.0000      	12804.0973    	1472.72729    
781.5000      	12795.9053    	1526.81824    
782.0000      	12787.7238    	1494.63635    
782.5000      	12779.5527    	1434.90906    
783.0000      	12771.3921    	1411.81824    
783.5000      	12763.2419    	1472.45459    
784.0000      	12755.1020    	1432.09094    
784.5000      	12746.9726    	1542.09094    
785.0000      	12738.8535    	1451.72729    
785.5000      	12730.7447    	1431.63635    
786.0000      	12722.6463    	1429.36365    
786.5000      	12714.5582    	1457.27271    
787.0000      	12706.4803    	1528.72729    
787.5000      	12698.4127    	1469.63635    
788.0000      	12690.3553    	1586.00000    
788.5000      	12682.3082    	1481.27271    
789.0000      	12674.2712    	1527.54541    
789.5000      	12666.2445    	1485.72729    
790.0000      	12658.2278    	1473.18176    
790.5000      	12650.2214    	1465.00000    
791.0000      	12642.2250    	1435.90906    
791.5000      	12634.2388    	1450.81824    
792.0000      	12626.2626    	1505.63635    
792.5000      	12618.2965    	1485.27271    
793.0000      	12610.3405    	1443.81824    
793.5000      	12602.3945    	1440.27271    
794.0000      	12594.4584    	1528.90906    
794.5000      	12586.5324    	1517.27271    
795.0000      	12578.6164    	1508.45459    
795.5000      	12570.7102    	1486.81824    
796.0000      	12562.8141    	1445.00000    
796.5000      	12554.9278    	1425.72729    
797.0000      	12547.0514    	1497.72729    
797.5000      	12539.1850    	1471.54541    
798.0000      	12531.3283    	1488.27271    
798.5000      	12523.4815    	1439.09094    
799.0000      	12515.6446    	1410.45459    
799.5000      	12507.8174    	1507.36365    
800.0000      	12500.0000    	1576.27271    
