Unit Serial No : 240-LV0P465-EU
Integration Time : 249 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   09:27:23

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
384.0000      	26041.6667    	3065.90918    
384.5000      	26007.8023    	2601.36353    
385.0000      	25974.0260    	2590.36353    
385.5000      	25940.3372    	2573.63647    
386.0000      	25906.7358    	2419.45459    
386.5000      	25873.2212    	2648.90918    
387.0000      	25839.7933    	2740.27271    
387.5000      	25806.4516    	2538.45459    
388.0000      	25773.1959    	2741.81812    
388.5000      	25740.0257    	2714.00000    
389.0000      	25706.9409    	2626.27271    
389.5000      	25673.9409    	2748.72729    
390.0000      	25641.0256    	2637.54541    
390.5000      	25608.1946    	2666.18188    
391.0000      	25575.4476    	2652.27271    
391.5000      	25542.7842    	2918.63647    
392.0000      	25510.2041    	2553.45459    
392.5000      	25477.7070    	2564.27271    
393.0000      	25445.2926    	2824.00000    
393.5000      	25412.9606    	2523.09082    
394.0000      	25380.7107    	2960.45459    
394.5000      	25348.5425    	2501.81812    
395.0000      	25316.4557    	2749.27271    
395.5000      	25284.4501    	2660.54541    
396.0000      	25252.5253    	2972.81812    
396.5000      	25220.6810    	2684.90918    
397.0000      	25188.9169    	2785.63647    
397.5000      	25157.2327    	2762.63647    
398.0000      	25125.6281    	2699.72729    
398.5000      	25094.1029    	2572.72729    
399.0000      	25062.6566    	2792.18188    
399.5000      	25031.2891    	2935.18188    
400.0000      	25000.0000    	2817.72729    
400.5000      	24968.7890    	2618.36353    
401.0000      	24937.6559    	2581.09082    
401.5000      	24906.6002    	2802.00000    
402.0000      	24875.6219    	2822.27271    
402.5000      	24844.7205    	2734.45459    
403.0000      	24813.8958    	2388.27271    
403.5000      	24783.1475    	2672.36353    
404.0000      	24752.4752    	2692.18188    
404.5000      	24721.8789    	2932.81812    
405.0000      	24691.3580    	2735.18188    
405.5000      	24660.9125    	2596.18188    
406.0000      	24630.5419    	2536.54541    
406.5000      	24600.2460    	2544.36353    
407.0000      	24570.0246    	2753.36353    
407.5000      	24539.8773    	2516.72729    
408.0000      	24509.8039    	2471.09082    
408.5000      	24479.8042    	2523.54541    
409.0000      	24449.8778    	2480.36353    
409.5000      	24420.0244    	2681.54541    
410.0000      	24390.2439    	2678.54541    
410.5000      	24360.5359    	2809.27271    
411.0000      	24330.9002    	2777.72729    
411.5000      	24301.3366    	2755.00000    
412.0000      	24271.8447    	2877.63647    
412.5000      	24242.4242    	2568.45459    
413.0000      	24213.0751    	2819.36353    
413.5000      	24183.7969    	2715.90918    
414.0000      	24154.5894    	2641.09082    
414.5000      	24125.4524    	2548.81812    
415.0000      	24096.3855    	2421.54541    
415.5000      	24067.3887    	2510.00000    
416.0000      	24038.4615    	2764.72729    
416.5000      	24009.6038    	2749.27271    
417.0000      	23980.8153    	2591.27271    
417.5000      	23952.0958    	2503.00000    
418.0000      	23923.4450    	2829.18188    
418.5000      	23894.8626    	2703.09082    
419.0000      	23866.3484    	2708.90918    
419.5000      	23837.9023    	2501.72729    
420.0000      	23809.5238    	2686.81812    
420.5000      	23781.2128    	2672.81812    
421.0000      	23752.9691    	2610.81812    
421.5000      	23724.7924    	2588.00000    
422.0000      	23696.6825    	2789.09082    
422.5000      	23668.6391    	2697.90918    
423.0000      	23640.6619    	2769.27271    
423.5000      	23612.7509    	2530.36353    
424.0000      	23584.9057    	2730.18188    
424.5000      	23557.1260    	2935.54541    
425.0000      	23529.4118    	2555.36353    
425.5000      	23501.7626    	2423.18188    
426.0000      	23474.1784    	2596.90918    
426.5000      	23446.6589    	2606.45459    
427.0000      	23419.2037    	2692.72729    
427.5000      	23391.8129    	2698.18188    
428.0000      	23364.4860    	2583.72729    
428.5000      	23337.2229    	2653.27271    
429.0000      	23310.0233    	3113.27271    
429.5000      	23282.8871    	2840.27271    
430.0000      	23255.8140    	2719.72729    
430.5000      	23228.8037    	2695.54541    
431.0000      	23201.8561    	3017.36353    
431.5000      	23174.9710    	2584.09082    
432.0000      	23148.1481    	2478.90918    
432.5000      	23121.3873    	2641.81812    
433.0000      	23094.6882    	2415.90918    
433.5000      	23068.0507    	2653.54541    
434.0000      	23041.4747    	3005.72729    
434.5000      	23014.9597    	2605.81812    
435.0000      	22988.5057    	2620.36353    
435.5000      	22962.1125    	3059.90918    
436.0000      	22935.7798    	2828.18188    
436.5000      	22909.5074    	2572.00000    
437.0000      	22883.2952    	2553.63647    
437.5000      	22857.1429    	2644.90918    
438.0000      	22831.0502    	2538.81812    
438.5000      	22805.0171    	2453.18188    
439.0000      	22779.0433    	2453.00000    
439.5000      	22753.1286    	2390.63647    
440.0000      	22727.2727    	3064.36353    
440.5000      	22701.4756    	2847.81812    
441.0000      	22675.7370    	3154.09082    
441.5000      	22650.0566    	2565.81812    
442.0000      	22624.4344    	2542.81812    
442.5000      	22598.8701    	3036.27271    
443.0000      	22573.3634    	2809.27271    
443.5000      	22547.9143    	2810.09082    
444.0000      	22522.5225    	2792.81812    
444.5000      	22497.1879    	2800.72729    
445.0000      	22471.9101    	2867.72729    
445.5000      	22446.6891    	2369.72729    
446.0000      	22421.5247    	2481.27271    
446.5000      	22396.4166    	2827.45459    
447.0000      	22371.3647    	2606.54541    
447.5000      	22346.3687    	2761.09082    
448.0000      	22321.4286    	2798.54541    
448.5000      	22296.5440    	2568.81812    
449.0000      	22271.7149    	2787.63647    
449.5000      	22246.9410    	3075.81812    
450.0000      	22222.2222    	2726.36353    
450.5000      	22197.5583    	2903.18188    
451.0000      	22172.9490    	2937.81812    
451.5000      	22148.3942    	2855.00000    
452.0000      	22123.8938    	2712.90918    
452.5000      	22099.4475    	2689.45459    
453.0000      	22075.0552    	2748.81812    
453.5000      	22050.7166    	2647.90918    
454.0000      	22026.4317    	2576.54541    
454.5000      	22002.2002    	2624.45459    
455.0000      	21978.0220    	2807.27271    
455.5000      	21953.8968    	2900.90918    
456.0000      	21929.8246    	2936.63647    
456.5000      	21905.8050    	2994.18188    
457.0000      	21881.8381    	3202.27271    
457.5000      	21857.9235    	3120.18188    
458.0000      	21834.0611    	3002.63647    
458.5000      	21810.2508    	2766.18188    
459.0000      	21786.4924    	3353.09082    
459.5000      	21762.7856    	2973.63647    
460.0000      	21739.1304    	3224.63647    
460.5000      	21715.5266    	3038.18188    
461.0000      	21691.9740    	3091.45459    
461.5000      	21668.4724    	3421.45459    
462.0000      	21645.0216    	3368.18188    
462.5000      	21621.6216    	3071.90918    
463.0000      	21598.2721    	3300.27271    
463.5000      	21574.9730    	3264.54541    
464.0000      	21551.7241    	3228.00000    
464.5000      	21528.5253    	3527.09082    
465.0000      	21505.3763    	3669.45459    
465.5000      	21482.2771    	3406.90918    
466.0000      	21459.2275    	4454.72705    
466.5000      	21436.2272    	3394.63647    
467.0000      	21413.2762    	3640.00000    
467.5000      	21390.3743    	4048.27271    
468.0000      	21367.5214    	3903.00000    
468.5000      	21344.7172    	3906.63647    
469.0000      	21321.9616    	4486.72705    
469.5000      	21299.2545    	4301.36377    
470.0000      	21276.5957    	4167.81836    
470.5000      	21253.9851    	4714.81836    
471.0000      	21231.4225    	4745.63623    
471.5000      	21208.9077    	4516.36377    
472.0000      	21186.4407    	4615.18164    
472.5000      	21164.0212    	5104.18164    
473.0000      	21141.6490    	5303.27295    
473.5000      	21119.3242    	5320.27295    
474.0000      	21097.0464    	5982.45459    
474.5000      	21074.8156    	5952.09082    
475.0000      	21052.6316    	5861.27295    
475.5000      	21030.4942    	6641.18164    
476.0000      	21008.4034    	6773.72705    
476.5000      	20986.3589    	7013.63623    
477.0000      	20964.3606    	7458.09082    
477.5000      	20942.4084    	7883.63623    
478.0000      	20920.5021    	8369.63672    
478.5000      	20898.6416    	8694.27246    
479.0000      	20876.8267    	9038.00000    
479.5000      	20855.0574    	9293.00000    
480.0000      	20833.3333    	9830.18164    
480.5000      	20811.6545    	10336.00000   
481.0000      	20790.0208    	10961.72754   
481.5000      	20768.4320    	11147.09082   
482.0000      	20746.8880    	11557.54590   
482.5000      	20725.3886    	12565.45410   
483.0000      	20703.9337    	12931.54590   
483.5000      	20682.5233    	13704.27246   
484.0000      	20661.1570    	14260.18164   
484.5000      	20639.8349    	14672.27246   
485.0000      	20618.5567    	15081.18164   
485.5000      	20597.3223    	15973.18164   
486.0000      	20576.1317    	16587.36328   
486.5000      	20554.9846    	16809.54492   
487.0000      	20533.8809    	17615.72656   
487.5000      	20512.8205    	18466.00000   
488.0000      	20491.8033    	19270.81836   
488.5000      	20470.8291    	19463.18164   
489.0000      	20449.8978    	20130.72656   
489.5000      	20429.0092    	21139.90820   
490.0000      	20408.1633    	22101.36328   
490.5000      	20387.3598    	23019.00000   
491.0000      	20366.5988    	23377.81836   
491.5000      	20345.8800    	24527.90820   
492.0000      	20325.2033    	25078.36328   
492.5000      	20304.5685    	25859.27344   
493.0000      	20283.9757    	27247.54492   
493.5000      	20263.4245    	27062.27344   
494.0000      	20242.9150    	28113.81836   
494.5000      	20222.4469    	29189.45508   
495.0000      	20202.0202    	29900.81836   
495.5000      	20181.6347    	30441.90820   
496.0000      	20161.2903    	31628.90820   
496.5000      	20140.9869    	32094.18164   
497.0000      	20120.7243    	32950.63672   
497.5000      	20100.5025    	33997.91016   
498.0000      	20080.3213    	34523.00000   
498.5000      	20060.1805    	35476.08984   
499.0000      	20040.0802    	36980.63672   
499.5000      	20020.0200    	37053.36328   
500.0000      	20000.0000    	37645.27344   
500.5000      	19980.0200    	38465.91016   
501.0000      	19960.0798    	39398.54688   
501.5000      	19940.1795    	39880.91016   
502.0000      	19920.3187    	40456.27344   
502.5000      	19900.4975    	41244.18359   
503.0000      	19880.7157    	41735.81641   
503.5000      	19860.9732    	42700.91016   
504.0000      	19841.2698    	43146.45313   
504.5000      	19821.6056    	43744.54688   
505.0000      	19801.9802    	43720.18359   
505.5000      	19782.3937    	44148.36328   
506.0000      	19762.8458    	44457.72656   
506.5000      	19743.3366    	44793.91016   
507.0000      	19723.8659    	45149.18359   
507.5000      	19704.4335    	45283.54688   
508.0000      	19685.0394    	45331.18359   
508.5000      	19665.6834    	45291.08984   
509.0000      	19646.3654    	45189.36328   
509.5000      	19627.0854    	45166.27344   
510.0000      	19607.8431    	45240.00000   
510.5000      	19588.6386    	44491.18359   
511.0000      	19569.4716    	44298.63672   
511.5000      	19550.3421    	44264.00000   
512.0000      	19531.2500    	43961.36328   
512.5000      	19512.1951    	42542.91016   
513.0000      	19493.1774    	42160.45313   
513.5000      	19474.1967    	41580.63672   
514.0000      	19455.2529    	40973.63672   
514.5000      	19436.3460    	39943.45313   
515.0000      	19417.4757    	38985.72656   
515.5000      	19398.6421    	38915.72656   
516.0000      	19379.8450    	37708.45313   
516.5000      	19361.0842    	36893.81641   
517.0000      	19342.3598    	35896.54688   
517.5000      	19323.6715    	34850.00000   
518.0000      	19305.0193    	34108.36328   
518.5000      	19286.4031    	33034.18359   
519.0000      	19267.8227    	31722.36328   
519.5000      	19249.2782    	30916.90820   
520.0000      	19230.7692    	29782.54492   
520.5000      	19212.2959    	29262.09180   
521.0000      	19193.8580    	28211.81836   
521.5000      	19175.4554    	27029.72656   
522.0000      	19157.0881    	26392.09180   
522.5000      	19138.7560    	25397.54492   
523.0000      	19120.4589    	24349.90820   
523.5000      	19102.1968    	23623.72656   
524.0000      	19083.9695    	22789.54492   
524.5000      	19065.7769    	22037.63672   
525.0000      	19047.6190    	21497.72656   
525.5000      	19029.4957    	20340.18164   
526.0000      	19011.4068    	19975.36328   
526.5000      	18993.3523    	19863.72656   
527.0000      	18975.3321    	18661.81836   
527.5000      	18957.3460    	17558.63672   
528.0000      	18939.3939    	17378.00000   
528.5000      	18921.4759    	17301.09180   
529.0000      	18903.5917    	16358.27246   
529.5000      	18885.7413    	15843.18164   
530.0000      	18867.9245    	15169.90918   
530.5000      	18850.1414    	14563.00000   
531.0000      	18832.3917    	14619.81836   
531.5000      	18814.6754    	13840.00000   
532.0000      	18796.9925    	13509.09082   
532.5000      	18779.3427    	12845.63672   
533.0000      	18761.7261    	12435.63672   
533.5000      	18744.1425    	12113.09082   
534.0000      	18726.5918    	11744.27246   
534.5000      	18709.0739    	11125.90918   
535.0000      	18691.5888    	10984.36328   
535.5000      	18674.1363    	10313.72754   
536.0000      	18656.7164    	10479.00000   
536.5000      	18639.3290    	9805.72754    
537.0000      	18621.9739    	9547.90918    
537.5000      	18604.6512    	9234.00000    
538.0000      	18587.3606    	8752.90918    
538.5000      	18570.1021    	8535.81836    
539.0000      	18552.8757    	8234.27246    
539.5000      	18535.6812    	8085.27295    
540.0000      	18518.5185    	7479.72705    
540.5000      	18501.3876    	7348.00000    
541.0000      	18484.2884    	7427.45459    
541.5000      	18467.2207    	6940.72705    
542.0000      	18450.1845    	6796.09082    
542.5000      	18433.1797    	6303.72705    
543.0000      	18416.2063    	6354.81836    
543.5000      	18399.2640    	6236.72705    
544.0000      	18382.3529    	5880.09082    
544.5000      	18365.4729    	5599.18164    
545.0000      	18348.6239    	5803.36377    
545.5000      	18331.8057    	5370.54541    
546.0000      	18315.0183    	5537.36377    
546.5000      	18298.2617    	5071.81836    
547.0000      	18281.5356    	4896.72705    
547.5000      	18264.8402    	4857.81836    
548.0000      	18248.1752    	4819.63623    
548.5000      	18231.5406    	4488.09082    
549.0000      	18214.9362    	4624.63623    
549.5000      	18198.3621    	4523.00000    
550.0000      	18181.8182    	4235.90918    
550.5000      	18165.3043    	4279.00000    
551.0000      	18148.8203    	3903.45459    
551.5000      	18132.3663    	4050.72729    
552.0000      	18115.9420    	3792.00000    
552.5000      	18099.5475    	3768.18188    
553.0000      	18083.1826    	3588.36353    
553.5000      	18066.8473    	4216.18164    
554.0000      	18050.5415    	3895.27271    
554.5000      	18034.2651    	3632.81812    
555.0000      	18018.0180    	3388.18188    
555.5000      	18001.8002    	3404.00000    
556.0000      	17985.6115    	3266.36353    
556.5000      	17969.4519    	3188.27271    
557.0000      	17953.3214    	3280.90918    
557.5000      	17937.2197    	3263.81812    
558.0000      	17921.1470    	3267.09082    
558.5000      	17905.1030    	3198.45459    
559.0000      	17889.0877    	3204.45459    
559.5000      	17873.1010    	3563.90918    
560.0000      	17857.1429    	3368.27271    
560.5000      	17841.2132    	3049.36353    
561.0000      	17825.3119    	3272.36353    
561.5000      	17809.4390    	2825.36353    
562.0000      	17793.5943    	3149.18188    
562.5000      	17777.7778    	3161.27271    
563.0000      	17761.9893    	3031.00000    
563.5000      	17746.2289    	2772.72729    
564.0000      	17730.4965    	3101.45459    
564.5000      	17714.7919    	3041.63647    
565.0000      	17699.1150    	2749.36353    
565.5000      	17683.4660    	2651.81812    
566.0000      	17667.8445    	3077.90918    
566.5000      	17652.2507    	2758.09082    
567.0000      	17636.6843    	2750.90918    
567.5000      	17621.1454    	2725.90918    
568.0000      	17605.6338    	2819.90918    
568.5000      	17590.1495    	2697.81812    
569.0000      	17574.6924    	2828.00000    
569.5000      	17559.2625    	2754.09082    
570.0000      	17543.8596    	2635.45459    
570.5000      	17528.4838    	2506.45459    
571.0000      	17513.1349    	2727.90918    
571.5000      	17497.8128    	2902.63647    
572.0000      	17482.5175    	2626.81812    
572.5000      	17467.2489    	3064.72729    
573.0000      	17452.0070    	2470.36353    
573.5000      	17436.7916    	2756.54541    
574.0000      	17421.6028    	2574.00000    
574.5000      	17406.4404    	2568.00000    
575.0000      	17391.3043    	2644.72729    
575.5000      	17376.1946    	2631.00000    
576.0000      	17361.1111    	2668.63647    
576.5000      	17346.0538    	2493.90918    
577.0000      	17331.0225    	2501.27271    
577.5000      	17316.0173    	2422.09082    
578.0000      	17301.0381    	2687.09082    
578.5000      	17286.0847    	2603.45459    
579.0000      	17271.1572    	2775.63647    
579.5000      	17256.2554    	2561.81812    
580.0000      	17241.3793    	3425.36353    
580.5000      	17226.5289    	2831.81812    
581.0000      	17211.7040    	2688.18188    
581.5000      	17196.9046    	2395.27271    
582.0000      	17182.1306    	2611.00000    
582.5000      	17167.3820    	2692.27271    
583.0000      	17152.6587    	2508.36353    
583.5000      	17137.9606    	2777.81812    
584.0000      	17123.2877    	2483.09082    
584.5000      	17108.6399    	2350.72729    
585.0000      	17094.0171    	2455.09082    
585.5000      	17079.4193    	2278.18188    
586.0000      	17064.8464    	2513.18188    
586.5000      	17050.2984    	2447.27271    
587.0000      	17035.7751    	2512.00000    
587.5000      	17021.2766    	2520.81812    
588.0000      	17006.8027    	2697.45459    
588.5000      	16992.3534    	2645.18188    
589.0000      	16977.9287    	2704.63647    
589.5000      	16963.5284    	2648.36353    
590.0000      	16949.1525    	2978.09082    
590.5000      	16934.8010    	2675.27271    
591.0000      	16920.4738    	2559.09082    
591.5000      	16906.1708    	2816.09082    
592.0000      	16891.8919    	2510.72729    
592.5000      	16877.6371    	2666.81812    
593.0000      	16863.4064    	2532.36353    
593.5000      	16849.1997    	2574.09082    
594.0000      	16835.0168    	2354.90918    
594.5000      	16820.8579    	3017.27271    
595.0000      	16806.7227    	2509.54541    
595.5000      	16792.6113    	2361.27271    
596.0000      	16778.5235    	2860.09082    
596.5000      	16764.4593    	2689.36353    
597.0000      	16750.4188    	2461.36353    
597.5000      	16736.4017    	2372.36353    
598.0000      	16722.4080    	2733.45459    
598.5000      	16708.4378    	2739.45459    
599.0000      	16694.4908    	2775.63647    
599.5000      	16680.5671    	2534.81812    
600.0000      	16666.6667    	2584.18188    
600.5000      	16652.7893    	2625.90918    
601.0000      	16638.9351    	2794.09082    
601.5000      	16625.1039    	2507.36353    
602.0000      	16611.2957    	2408.00000    
602.5000      	16597.5104    	2419.27271    
603.0000      	16583.7479    	2426.63647    
603.5000      	16570.0083    	2335.54541    
604.0000      	16556.2914    	2381.36353    
604.5000      	16542.5972    	2811.09082    
605.0000      	16528.9256    	2866.27271    
605.5000      	16515.2766    	2528.36353    
606.0000      	16501.6502    	2412.45459    
606.5000      	16488.0462    	2483.72729    
607.0000      	16474.4646    	2453.36353    
607.5000      	16460.9053    	2731.90918    
608.0000      	16447.3684    	2973.90918    
608.5000      	16433.8537    	2582.81812    
609.0000      	16420.3612    	2834.18188    
609.5000      	16406.8909    	2449.90918    
610.0000      	16393.4426    	2680.27271    
610.5000      	16380.0164    	2995.72729    
611.0000      	16366.6121    	2358.27271    
611.5000      	16353.2298    	2553.54541    
612.0000      	16339.8693    	2533.90918    
612.5000      	16326.5306    	2756.81812    
613.0000      	16313.2137    	2402.27271    
613.5000      	16299.9185    	2823.18188    
614.0000      	16286.6450    	2501.81812    
614.5000      	16273.3930    	2591.00000    
615.0000      	16260.1626    	2462.45459    
615.5000      	16246.9537    	2395.45459    
616.0000      	16233.7662    	2532.90918    
616.5000      	16220.6002    	2379.00000    
617.0000      	16207.4554    	2625.09082    
617.5000      	16194.3320    	2457.27271    
618.0000      	16181.2298    	2267.81812    
618.5000      	16168.1487    	2670.81812    
619.0000      	16155.0889    	2604.54541    
619.5000      	16142.0500    	2443.27271    
620.0000      	16129.0323    	2542.63647    
620.5000      	16116.0355    	2772.54541    
621.0000      	16103.0596    	2476.36353    
621.5000      	16090.1046    	2242.00000    
622.0000      	16077.1704    	2426.36353    
622.5000      	16064.2570    	2730.63647    
623.0000      	16051.3644    	2545.00000    
623.5000      	16038.4924    	2428.18188    
624.0000      	16025.6410    	2578.63647    
624.5000      	16012.8102    	2945.72729    
625.0000      	16000.0000    	2606.18188    
625.5000      	15987.2102    	2415.27271    
626.0000      	15974.4409    	2554.27271    
626.5000      	15961.6919    	2437.54541    
627.0000      	15948.9633    	2542.36353    
627.5000      	15936.2550    	2636.54541    
628.0000      	15923.5669    	2714.54541    
628.5000      	15910.8990    	2301.18188    
629.0000      	15898.2512    	2545.36353    
629.5000      	15885.6235    	2365.45459    
630.0000      	15873.0159    	2354.09082    
630.5000      	15860.4282    	2507.18188    
631.0000      	15847.8605    	2494.09082    
631.5000      	15835.3127    	2398.54541    
632.0000      	15822.7848    	2577.45459    
632.5000      	15810.2767    	2562.09082    
633.0000      	15797.7883    	2381.54541    
633.5000      	15785.3197    	2254.72729    
634.0000      	15772.8707    	2748.18188    
634.5000      	15760.4413    	2615.27271    
635.0000      	15748.0315    	2475.00000    
635.5000      	15735.6412    	2728.45459    
636.0000      	15723.2704    	2639.81812    
636.5000      	15710.9191    	2467.81812    
637.0000      	15698.5871    	2831.09082    
637.5000      	15686.2745    	2707.36353    
638.0000      	15673.9812    	2587.72729    
638.5000      	15661.7071    	2431.72729    
639.0000      	15649.4523    	2751.90918    
639.5000      	15637.2166    	2616.72729    
640.0000      	15625.0000    	2829.27271    
640.5000      	15612.8025    	2717.81812    
641.0000      	15600.6240    	2530.54541    
641.5000      	15588.4645    	2640.36353    
642.0000      	15576.3240    	2245.27271    
642.5000      	15564.2023    	2668.63647    
643.0000      	15552.0995    	2235.63647    
643.5000      	15540.0155    	2255.63647    
644.0000      	15527.9503    	2448.72729    
644.5000      	15515.9038    	2583.81812    
645.0000      	15503.8760    	2358.54541    
645.5000      	15491.8668    	2585.54541    
646.0000      	15479.8762    	2438.90918    
646.5000      	15467.9041    	2525.90918    
647.0000      	15455.9505    	2355.36353    
647.5000      	15444.0154    	2615.90918    
648.0000      	15432.0988    	2609.54541    
648.5000      	15420.2005    	2765.90918    
649.0000      	15408.3205    	2550.54541    
649.5000      	15396.4588    	2653.00000    
650.0000      	15384.6154    	2465.09082    
650.5000      	15372.7902    	2385.09082    
651.0000      	15360.9831    	2420.90918    
651.5000      	15349.1942    	2307.09082    
652.0000      	15337.4233    	2744.63647    
652.5000      	15325.6705    	2417.09082    
653.0000      	15313.9357    	2327.36353    
653.5000      	15302.2188    	2462.72729    
654.0000      	15290.5199    	2415.63647    
654.5000      	15278.8388    	2286.72729    
655.0000      	15267.1756    	2272.63647    
655.5000      	15255.5301    	2490.09082    
656.0000      	15243.9024    	2490.27271    
656.5000      	15232.2925    	2405.63647    
657.0000      	15220.7002    	2318.36353    
657.5000      	15209.1255    	2880.18188    
658.0000      	15197.5684    	2537.45459    
658.5000      	15186.0289    	2380.09082    
659.0000      	15174.5068    	2254.63647    
659.5000      	15163.0023    	2618.72729    
660.0000      	15151.5152    	2348.45459    
660.5000      	15140.0454    	2427.63647    
661.0000      	15128.5930    	2690.54541    
661.5000      	15117.1580    	2806.09082    
662.0000      	15105.7402    	2625.90918    
662.5000      	15094.3396    	2752.00000    
663.0000      	15082.9563    	2524.81812    
663.5000      	15071.5901    	2549.81812    
664.0000      	15060.2410    	2511.90918    
664.5000      	15048.9090    	2388.36353    
665.0000      	15037.5940    	2569.36353    
665.5000      	15026.2960    	2528.72729    
666.0000      	15015.0150    	2516.45459    
666.5000      	15003.7509    	2500.36353    
667.0000      	14992.5037    	2555.45459    
667.5000      	14981.2734    	2718.54541    
668.0000      	14970.0599    	2623.27271    
668.5000      	14958.8631    	2365.54541    
669.0000      	14947.6831    	2458.81812    
669.5000      	14936.5198    	2336.09082    
670.0000      	14925.3731    	2424.36353    
670.5000      	14914.2431    	2595.09082    
671.0000      	14903.1297    	2700.09082    
671.5000      	14892.0328    	2453.09082    
672.0000      	14880.9524    	2435.90918    
672.5000      	14869.8885    	2391.00000    
673.0000      	14858.8410    	2491.90918    
673.5000      	14847.8099    	2462.54541    
674.0000      	14836.7953    	2580.90918    
674.5000      	14825.7969    	2935.09082    
675.0000      	14814.8148    	2755.90918    
675.5000      	14803.8490    	2518.72729    
676.0000      	14792.8994    	2561.00000    
676.5000      	14781.9660    	2688.18188    
677.0000      	14771.0487    	2919.45459    
677.5000      	14760.1476    	2606.54541    
678.0000      	14749.2625    	2634.00000    
678.5000      	14738.3935    	2625.36353    
679.0000      	14727.5405    	3051.00000    
679.5000      	14716.7035    	2693.27271    
680.0000      	14705.8824    	2624.18188    
680.5000      	14695.0771    	2375.00000    
681.0000      	14684.2878    	2397.00000    
681.5000      	14673.5143    	2702.18188    
682.0000      	14662.7566    	2583.90918    
682.5000      	14652.0147    	2738.27271    
683.0000      	14641.2884    	2505.90918    
683.5000      	14630.5779    	2546.45459    
684.0000      	14619.8830    	2429.00000    
684.5000      	14609.2038    	2580.90918    
685.0000      	14598.5401    	2511.18188    
685.5000      	14587.8920    	2304.45459    
686.0000      	14577.2595    	2492.00000    
686.5000      	14566.6424    	2341.90918    
687.0000      	14556.0408    	2343.00000    
687.5000      	14545.4545    	2233.36353    
688.0000      	14534.8837    	2743.90918    
688.5000      	14524.3282    	3061.00000    
689.0000      	14513.7881    	2412.63647    
689.5000      	14503.2632    	2442.36353    
690.0000      	14492.7536    	2866.27271    
690.5000      	14482.2592    	2350.18188    
691.0000      	14471.7800    	2564.18188    
691.5000      	14461.3160    	2453.81812    
692.0000      	14450.8671    	2543.36353    
