Unit Serial No : 240-LV0P465-EU
Integration Time : 249 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   09:26:04

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
463.0000      	21598.2721    	2788.54541    
463.5000      	21574.9730    	2740.54541    
464.0000      	21551.7241    	2684.18188    
464.5000      	21528.5253    	2920.09082    
465.0000      	21505.3763    	3016.45459    
465.5000      	21482.2771    	2687.90918    
466.0000      	21459.2275    	3899.36353    
466.5000      	21436.2272    	2636.00000    
467.0000      	21413.2762    	2828.45459    
467.5000      	21390.3743    	3162.09082    
468.0000      	21367.5214    	2938.63647    
468.5000      	21344.7172    	2920.09082    
469.0000      	21321.9616    	3339.72729    
469.5000      	21299.2545    	3176.90918    
470.0000      	21276.5957    	2992.72729    
470.5000      	21253.9851    	3379.00000    
471.0000      	21231.4225    	3295.90918    
471.5000      	21208.9077    	2996.18188    
472.0000      	21186.4407    	2971.90918    
472.5000      	21164.0212    	3268.36353    
473.0000      	21141.6490    	3433.00000    
473.5000      	21119.3242    	3316.18188    
474.0000      	21097.0464    	3752.54541    
474.5000      	21074.8156    	3604.45459    
475.0000      	21052.6316    	3318.09082    
475.5000      	21030.4942    	3802.45459    
476.0000      	21008.4034    	3752.81812    
476.5000      	20986.3589    	3841.18188    
477.0000      	20964.3606    	4073.00000    
477.5000      	20942.4084    	4275.63623    
478.0000      	20920.5021    	4496.72705    
478.5000      	20898.6416    	4530.81836    
479.0000      	20876.8267    	4520.81836    
479.5000      	20855.0574    	4592.00000    
480.0000      	20833.3333    	4813.72705    
480.5000      	20811.6545    	4968.54541    
481.0000      	20790.0208    	5237.00000    
481.5000      	20768.4320    	5146.90918    
482.0000      	20746.8880    	5335.09082    
482.5000      	20725.3886    	5828.90918    
483.0000      	20703.9337    	5849.00000    
483.5000      	20682.5233    	6166.72705    
484.0000      	20661.1570    	6313.72705    
484.5000      	20639.8349    	6422.72705    
485.0000      	20618.5567    	6571.72705    
485.5000      	20597.3223    	6969.18164    
486.0000      	20576.1317    	7189.45459    
486.5000      	20554.9846    	6875.81836    
487.0000      	20533.8809    	7316.18164    
487.5000      	20512.8205    	7544.54541    
488.0000      	20491.8033    	8089.81836    
488.5000      	20470.8291    	7825.81836    
489.0000      	20449.8978    	8041.81836    
489.5000      	20429.0092    	8561.36328    
490.0000      	20408.1633    	8862.54590    
490.5000      	20387.3598    	9084.45410    
491.0000      	20366.5988    	9167.18164    
491.5000      	20345.8800    	9749.54590    
492.0000      	20325.2033    	9760.72754    
492.5000      	20304.5685    	9954.09082    
493.0000      	20283.9757    	10693.72754   
493.5000      	20263.4245    	10215.36328   
494.0000      	20242.9150    	10789.45410   
494.5000      	20222.4469    	11162.18164   
495.0000      	20202.0202    	11337.27246   
495.5000      	20181.6347    	11388.72754   
496.0000      	20161.2903    	12021.36328   
496.5000      	20140.9869    	12077.36328   
497.0000      	20120.7243    	12278.18164   
497.5000      	20100.5025    	12841.72754   
498.0000      	20080.3213    	12768.72754   
498.5000      	20060.1805    	12998.36328   
499.0000      	20040.0802    	13899.27246   
499.5000      	20020.0200    	13706.63672   
500.0000      	20000.0000    	13746.54590   
500.5000      	19980.0200    	14118.72754   
501.0000      	19960.0798    	14493.36328   
501.5000      	19940.1795    	14543.00000   
502.0000      	19920.3187    	14778.00000   
502.5000      	19900.4975    	14906.54590   
503.0000      	19880.7157    	14918.72754   
503.5000      	19860.9732    	15371.27246   
504.0000      	19841.2698    	15529.63672   
504.5000      	19821.6056    	15917.54590   
505.0000      	19801.9802    	15846.63672   
505.5000      	19782.3937    	15890.72754   
506.0000      	19762.8458    	16065.54590   
506.5000      	19743.3366    	16059.09082   
507.0000      	19723.8659    	16346.27246   
507.5000      	19704.4335    	16473.27344   
508.0000      	19685.0394    	16523.36328   
508.5000      	19665.6834    	16213.90918   
509.0000      	19646.3654    	16312.72754   
509.5000      	19627.0854    	16536.90820   
510.0000      	19607.8431    	16671.90820   
510.5000      	19588.6386    	16104.90918   
511.0000      	19569.4716    	15935.09082   
511.5000      	19550.3421    	16063.18164   
512.0000      	19531.2500    	16118.45410   
512.5000      	19512.1951    	15261.45410   
513.0000      	19493.1774    	15121.09082   
513.5000      	19474.1967    	14965.00000   
514.0000      	19455.2529    	14901.90918   
514.5000      	19436.3460    	14493.81836   
515.0000      	19417.4757    	14168.09082   
515.5000      	19398.6421    	14335.63672   
516.0000      	19379.8450    	13703.09082   
516.5000      	19361.0842    	13545.00000   
517.0000      	19342.3598    	13086.00000   
517.5000      	19323.6715    	12941.27246   
518.0000      	19305.0193    	12490.36328   
518.5000      	19286.4031    	12031.45410   
519.0000      	19267.8227    	11582.63672   
519.5000      	19249.2782    	11478.36328   
520.0000      	19230.7692    	11176.90918   
520.5000      	19212.2959    	11021.00000   
521.0000      	19193.8580    	10666.63672   
521.5000      	19175.4554    	10207.54590   
522.0000      	19157.0881    	10093.27246   
522.5000      	19138.7560    	9785.90918    
523.0000      	19120.4589    	9496.18164    
523.5000      	19102.1968    	9174.36328    
524.0000      	19083.9695    	8909.09082    
524.5000      	19065.7769    	8658.09082    
525.0000      	19047.6190    	8513.09082    
525.5000      	19029.4957    	7996.36377    
526.0000      	19011.4068    	7881.63623    
526.5000      	18993.3523    	8178.09082    
527.0000      	18975.3321    	7521.00000    
527.5000      	18957.3460    	7017.36377    
528.0000      	18939.3939    	7157.72705    
528.5000      	18921.4759    	7230.90918    
529.0000      	18903.5917    	6816.72705    
529.5000      	18885.7413    	6714.45459    
530.0000      	18867.9245    	6425.18164    
530.5000      	18850.1414    	6176.09082    
531.0000      	18832.3917    	6367.63623    
531.5000      	18814.6754    	6090.45459    
532.0000      	18796.9925    	6018.18164    
532.5000      	18779.3427    	5760.27295    
533.0000      	18761.7261    	5606.45459    
533.5000      	18744.1425    	5452.54541    
534.0000      	18726.5918    	5461.27295    
534.5000      	18709.0739    	5137.54541    
535.0000      	18691.5888    	5304.18164    
535.5000      	18674.1363    	4878.81836    
536.0000      	18656.7164    	5073.72705    
536.5000      	18639.3290    	4741.54541    
537.0000      	18621.9739    	4666.09082    
537.5000      	18604.6512    	4617.36377    
538.0000      	18587.3606    	4437.63623    
538.5000      	18570.1021    	4327.27295    
539.0000      	18552.8757    	4289.54541    
539.5000      	18535.6812    	4343.36377    
540.0000      	18518.5185    	3886.36353    
540.5000      	18501.3876    	3941.72729    
541.0000      	18484.2884    	4071.27271    
541.5000      	18467.2207    	3873.45459    
542.0000      	18450.1845    	3938.45459    
542.5000      	18433.1797    	3535.36353    
543.0000      	18416.2063    	3750.27271    
543.5000      	18399.2640    	3738.18188    
544.0000      	18382.3529    	3487.27271    
544.5000      	18365.4729    	3361.18188    
545.0000      	18348.6239    	3654.09082    
545.5000      	18331.8057    	3405.18188    
546.0000      	18315.0183    	3640.36353    
546.5000      	18298.2617    	3259.36353    
547.0000      	18281.5356    	3238.90918    
547.5000      	18264.8402    	3248.18188    
548.0000      	18248.1752    	3246.72729    
548.5000      	18231.5406    	3015.72729    
549.0000      	18214.9362    	3225.90918    
549.5000      	18198.3621    	3227.81812    
550.0000      	18181.8182    	3033.63647    
550.5000      	18165.3043    	3110.09082    
551.0000      	18148.8203    	2740.72729    
551.5000      	18132.3663    	2991.18188    
552.0000      	18115.9420    	2798.00000    
552.5000      	18099.5475    	2828.09082    
553.0000      	18083.1826    	2691.63647    
553.5000      	18066.8473    	3341.72729    
554.0000      	18050.5415    	3055.36353    
554.5000      	18034.2651    	2884.72729    
555.0000      	18018.0180    	2658.54541    
555.5000      	18001.8002    	2697.63647    
556.0000      	17985.6115    	2624.45459    
556.5000      	17969.4519    	2585.27271    
557.0000      	17953.3214    	2689.90918    
557.5000      	17937.2197    	2697.00000    
558.0000      	17921.1470    	2717.27271    
558.5000      	17905.1030    	2617.27271    
559.0000      	17889.0877    	2716.18188    
559.5000      	17873.1010    	3073.72729    
560.0000      	17857.1429    	2885.90918    
560.5000      	17841.2132    	2629.18188    
561.0000      	17825.3119    	2844.45459    
561.5000      	17809.4390    	2417.00000    
562.0000      	17793.5943    	2828.27271    
562.5000      	17777.7778    	2823.72729    
563.0000      	17761.9893    	2686.81812    
563.5000      	17746.2289    	2424.90918    
564.0000      	17730.4965    	2765.09082    
564.5000      	17714.7919    	2727.18188    
565.0000      	17699.1150    	2476.27271    
565.5000      	17683.4660    	2355.27271    
566.0000      	17667.8445    	2803.09082    
566.5000      	17652.2507    	2464.81812    
567.0000      	17636.6843    	2465.81812    
567.5000      	17621.1454    	2492.63647    
568.0000      	17605.6338    	2579.00000    
568.5000      	17590.1495    	2486.63647    
569.0000      	17574.6924    	2607.36353    
569.5000      	17559.2625    	2554.90918    
570.0000      	17543.8596    	2465.72729    
570.5000      	17528.4838    	2344.81812    
571.0000      	17513.1349    	2564.81812    
571.5000      	17497.8128    	2731.63647    
572.0000      	17482.5175    	2484.63647    
572.5000      	17467.2489    	2888.18188    
573.0000      	17452.0070    	2331.63647    
573.5000      	17436.7916    	2617.00000    
574.0000      	17421.6028    	2452.54541    
574.5000      	17406.4404    	2454.36353    
575.0000      	17391.3043    	2525.45459    
575.5000      	17376.1946    	2488.90918    
576.0000      	17361.1111    	2556.09082    
576.5000      	17346.0538    	2397.09082    
577.0000      	17331.0225    	2395.54541    
577.5000      	17316.0173    	2309.72729    
578.0000      	17301.0381    	2595.00000    
578.5000      	17286.0847    	2495.09082    
579.0000      	17271.1572    	2643.72729    
579.5000      	17256.2554    	2461.90918    
580.0000      	17241.3793    	3302.81812    
580.5000      	17226.5289    	2743.45459    
581.0000      	17211.7040    	2623.45459    
581.5000      	17196.9046    	2290.27271    
582.0000      	17182.1306    	2482.45459    
582.5000      	17167.3820    	2579.00000    
583.0000      	17152.6587    	2407.72729    
583.5000      	17137.9606    	2727.36353    
584.0000      	17123.2877    	2368.72729    
584.5000      	17108.6399    	2276.45459    
585.0000      	17094.0171    	2356.54541    
585.5000      	17079.4193    	2176.81812    
586.0000      	17064.8464    	2460.18188    
586.5000      	17050.2984    	2423.81812    
587.0000      	17035.7751    	2477.63647    
587.5000      	17021.2766    	2456.18188    
588.0000      	17006.8027    	2651.18188    
588.5000      	16992.3534    	2578.90918    
589.0000      	16977.9287    	2626.72729    
589.5000      	16963.5284    	2573.81812    
590.0000      	16949.1525    	2899.54541    
590.5000      	16934.8010    	2617.72729    
591.0000      	16920.4738    	2514.54541    
591.5000      	16906.1708    	2722.18188    
592.0000      	16891.8919    	2438.90918    
592.5000      	16877.6371    	2694.81812    
593.0000      	16863.4064    	2474.00000    
593.5000      	16849.1997    	2538.54541    
594.0000      	16835.0168    	2309.72729    
594.5000      	16820.8579    	2971.27271    
595.0000      	16806.7227    	2456.18188    
595.5000      	16792.6113    	2316.00000    
596.0000      	16778.5235    	2782.63647    
596.5000      	16764.4593    	2624.54541    
597.0000      	16750.4188    	2397.00000    
597.5000      	16736.4017    	2363.72729    
598.0000      	16722.4080    	2717.00000    
598.5000      	16708.4378    	2735.09082    
599.0000      	16694.4908    	2804.54541    
599.5000      	16680.5671    	2531.72729    
600.0000      	16666.6667    	2569.90918    
600.5000      	16652.7893    	2580.90918    
601.0000      	16638.9351    	2743.45459    
601.5000      	16625.1039    	2436.72729    
602.0000      	16611.2957    	2379.36353    
602.5000      	16597.5104    	2414.45459    
603.0000      	16583.7479    	2425.27271    
603.5000      	16570.0083    	2303.09082    
604.0000      	16556.2914    	2371.36353    
604.5000      	16542.5972    	2781.81812    
605.0000      	16528.9256    	2842.27271    
605.5000      	16515.2766    	2478.45459    
606.0000      	16501.6502    	2387.81812    
606.5000      	16488.0462    	2487.63647    
607.0000      	16474.4646    	2428.72729    
607.5000      	16460.9053    	2691.27271    
608.0000      	16447.3684    	2910.63647    
608.5000      	16433.8537    	2538.00000    
609.0000      	16420.3612    	2761.27271    
609.5000      	16406.8909    	2399.81812    
610.0000      	16393.4426    	2654.72729    
610.5000      	16380.0164    	2938.36353    
611.0000      	16366.6121    	2322.54541    
611.5000      	16353.2298    	2506.81812    
612.0000      	16339.8693    	2489.18188    
612.5000      	16326.5306    	2716.27271    
613.0000      	16313.2137    	2380.90918    
613.5000      	16299.9185    	2775.27271    
614.0000      	16286.6450    	2458.63647    
614.5000      	16273.3930    	2530.54541    
615.0000      	16260.1626    	2436.09082    
615.5000      	16246.9537    	2372.27271    
616.0000      	16233.7662    	2510.09082    
616.5000      	16220.6002    	2368.36353    
617.0000      	16207.4554    	2583.54541    
617.5000      	16194.3320    	2447.36353    
618.0000      	16181.2298    	2219.72729    
618.5000      	16168.1487    	2637.81812    
619.0000      	16155.0889    	2555.54541    
619.5000      	16142.0500    	2404.27271    
620.0000      	16129.0323    	2525.18188    
620.5000      	16116.0355    	2732.90918    
621.0000      	16103.0596    	2460.72729    
621.5000      	16090.1046    	2214.81812    
622.0000      	16077.1704    	2403.00000    
622.5000      	16064.2570    	2725.63647    
623.0000      	16051.3644    	2530.81812    
623.5000      	16038.4924    	2418.81812    
624.0000      	16025.6410    	2587.54541    
624.5000      	16012.8102    	2913.36353    
625.0000      	16000.0000    	2592.27271    
625.5000      	15987.2102    	2397.36353    
626.0000      	15974.4409    	2524.90918    
626.5000      	15961.6919    	2429.63647    
627.0000      	15948.9633    	2514.00000    
627.5000      	15936.2550    	2588.81812    
628.0000      	15923.5669    	2637.63647    
628.5000      	15910.8990    	2296.81812    
629.0000      	15898.2512    	2556.27271    
629.5000      	15885.6235    	2365.72729    
630.0000      	15873.0159    	2332.18188    
630.5000      	15860.4282    	2461.00000    
631.0000      	15847.8605    	2469.27271    
631.5000      	15835.3127    	2380.54541    
632.0000      	15822.7848    	2536.81812    
632.5000      	15810.2767    	2557.90918    
633.0000      	15797.7883    	2377.09082    
633.5000      	15785.3197    	2227.09082    
634.0000      	15772.8707    	2728.63647    
634.5000      	15760.4413    	2588.72729    
635.0000      	15748.0315    	2460.36353    
635.5000      	15735.6412    	2725.09082    
636.0000      	15723.2704    	2599.36353    
636.5000      	15710.9191    	2412.09082    
637.0000      	15698.5871    	2802.45459    
637.5000      	15686.2745    	2687.54541    
638.0000      	15673.9812    	2576.45459    
638.5000      	15661.7071    	2409.72729    
639.0000      	15649.4523    	2701.27271    
639.5000      	15637.2166    	2580.18188    
640.0000      	15625.0000    	2780.27271    
640.5000      	15612.8025    	2661.18188    
641.0000      	15600.6240    	2493.45459    
641.5000      	15588.4645    	2645.45459    
642.0000      	15576.3240    	2257.36353    
642.5000      	15564.2023    	2643.72729    
643.0000      	15552.0995    	2238.18188    
643.5000      	15540.0155    	2231.27271    
644.0000      	15527.9503    	2436.81812    
644.5000      	15515.9038    	2540.00000    
645.0000      	15503.8760    	2338.09082    
645.5000      	15491.8668    	2582.54541    
646.0000      	15479.8762    	2406.18188    
646.5000      	15467.9041    	2497.72729    
647.0000      	15455.9505    	2353.90918    
647.5000      	15444.0154    	2557.27271    
648.0000      	15432.0988    	2596.09082    
648.5000      	15420.2005    	2769.90918    
649.0000      	15408.3205    	2507.00000    
649.5000      	15396.4588    	2624.00000    
650.0000      	15384.6154    	2486.63647    
650.5000      	15372.7902    	2396.18188    
651.0000      	15360.9831    	2411.72729    
651.5000      	15349.1942    	2302.18188    
652.0000      	15337.4233    	2718.54541    
652.5000      	15325.6705    	2420.90918    
653.0000      	15313.9357    	2309.54541    
653.5000      	15302.2188    	2432.09082    
654.0000      	15290.5199    	2432.72729    
654.5000      	15278.8388    	2291.90918    
655.0000      	15267.1756    	2237.81812    
655.5000      	15255.5301    	2430.54541    
656.0000      	15243.9024    	2495.63647    
656.5000      	15232.2925    	2413.00000    
657.0000      	15220.7002    	2305.00000    
657.5000      	15209.1255    	2851.36353    
658.0000      	15197.5684    	2528.81812    
658.5000      	15186.0289    	2386.54541    
659.0000      	15174.5068    	2283.45459    
659.5000      	15163.0023    	2618.09082    
660.0000      	15151.5152    	2350.27271    
660.5000      	15140.0454    	2413.27271    
661.0000      	15128.5930    	2699.45459    
661.5000      	15117.1580    	2749.54541    
662.0000      	15105.7402    	2583.72729    
662.5000      	15094.3396    	2733.81812    
663.0000      	15082.9563    	2510.18188    
663.5000      	15071.5901    	2538.54541    
664.0000      	15060.2410    	2502.09082    
664.5000      	15048.9090    	2362.09082    
665.0000      	15037.5940    	2545.00000    
665.5000      	15026.2960    	2530.54541    
666.0000      	15015.0150    	2508.54541    
666.5000      	15003.7509    	2482.54541    
667.0000      	14992.5037    	2519.72729    
667.5000      	14981.2734    	2651.90918    
668.0000      	14970.0599    	2587.27271    
668.5000      	14958.8631    	2369.09082    
669.0000      	14947.6831    	2456.90918    
669.5000      	14936.5198    	2344.45459    
670.0000      	14925.3731    	2388.36353    
670.5000      	14914.2431    	2555.00000    
671.0000      	14903.1297    	2654.45459    
671.5000      	14892.0328    	2432.27271    
672.0000      	14880.9524    	2406.63647    
672.5000      	14869.8885    	2385.90918    
673.0000      	14858.8410    	2472.09082    
673.5000      	14847.8099    	2440.36353    
674.0000      	14836.7953    	2545.45459    
674.5000      	14825.7969    	2908.45459    
675.0000      	14814.8148    	2769.27271    
675.5000      	14803.8490    	2516.72729    
676.0000      	14792.8994    	2539.00000    
676.5000      	14781.9660    	2660.90918    
677.0000      	14771.0487    	2875.00000    
677.5000      	14760.1476    	2616.81812    
678.0000      	14749.2625    	2632.18188    
678.5000      	14738.3935    	2635.90918    
679.0000      	14727.5405    	2984.18188    
679.5000      	14716.7035    	2654.00000    
680.0000      	14705.8824    	2592.63647    
680.5000      	14695.0771    	2375.27271    
681.0000      	14684.2878    	2437.18188    
681.5000      	14673.5143    	2675.00000    
682.0000      	14662.7566    	2569.63647    
682.5000      	14652.0147    	2688.00000    
683.0000      	14641.2884    	2477.18188    
683.5000      	14630.5779    	2510.18188    
684.0000      	14619.8830    	2401.81812    
684.5000      	14609.2038    	2585.90918    
685.0000      	14598.5401    	2505.36353    
685.5000      	14587.8920    	2275.72729    
686.0000      	14577.2595    	2483.90918    
686.5000      	14566.6424    	2344.90918    
687.0000      	14556.0408    	2342.63647    
687.5000      	14545.4545    	2237.63647    
688.0000      	14534.8837    	2732.90918    
688.5000      	14524.3282    	3059.18188    
689.0000      	14513.7881    	2375.90918    
689.5000      	14503.2632    	2395.00000    
690.0000      	14492.7536    	2849.00000    
690.5000      	14482.2592    	2347.18188    
691.0000      	14471.7800    	2559.27271    
691.5000      	14461.3160    	2446.81812    
692.0000      	14450.8671    	2522.72729    
