Unit Serial No : 240-LV0P465-EU
Integration Time : 113 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   09:23:29

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
674.0000      	14836.7953    	1939.27271    
674.5000      	14825.7969    	2071.18188    
675.0000      	14814.8148    	2026.54541    
675.5000      	14803.8490    	1913.09094    
676.0000      	14792.8994    	1915.00000    
676.5000      	14781.9660    	1966.54541    
677.0000      	14771.0487    	2050.36353    
677.5000      	14760.1476    	1941.18176    
678.0000      	14749.2625    	1950.09094    
678.5000      	14738.3935    	1960.90906    
679.0000      	14727.5405    	2111.09082    
679.5000      	14716.7035    	1984.18176    
680.0000      	14705.8824    	1945.90906    
680.5000      	14695.0771    	1851.54541    
681.0000      	14684.2878    	1848.63635    
681.5000      	14673.5143    	1964.72729    
682.0000      	14662.7566    	1922.36365    
682.5000      	14652.0147    	1996.36365    
683.0000      	14641.2884    	1884.81824    
683.5000      	14630.5779    	1936.45459    
684.0000      	14619.8830    	1888.18176    
684.5000      	14609.2038    	1943.18176    
685.0000      	14598.5401    	1911.18176    
685.5000      	14587.8920    	1823.63635    
686.0000      	14577.2595    	1905.09094    
686.5000      	14566.6424    	1839.36365    
687.0000      	14556.0408    	1809.45459    
687.5000      	14545.4545    	1772.54541    
688.0000      	14534.8837    	2003.18176    
688.5000      	14524.3282    	2156.54541    
689.0000      	14513.7881    	1878.00000    
689.5000      	14503.2632    	1868.09094    
690.0000      	14492.7536    	2050.18188    
690.5000      	14482.2592    	1845.00000    
691.0000      	14471.7800    	1933.00000    
691.5000      	14461.3160    	1865.00000    
692.0000      	14450.8671    	1902.45459    
692.5000      	14440.4332    	2154.90918    
693.0000      	14430.0144    	1995.09094    
693.5000      	14419.6107    	1897.81824    
694.0000      	14409.2219    	2072.90918    
694.5000      	14398.8481    	1912.54541    
695.0000      	14388.4892    	1895.45459    
695.5000      	14378.1452    	1893.36365    
696.0000      	14367.8161    	1827.90906    
696.5000      	14357.5018    	1952.81824    
697.0000      	14347.2023    	1894.90906    
697.5000      	14336.9176    	1912.18176    
698.0000      	14326.6476    	1986.72729    
698.5000      	14316.3923    	1972.63635    
699.0000      	14306.1516    	1955.27271    
699.5000      	14295.9257    	1921.81824    
700.0000      	14285.7143    	1899.45459    
700.5000      	14275.5175    	1956.90906    
701.0000      	14265.3352    	2085.72729    
701.5000      	14255.1675    	1886.90906    
702.0000      	14245.0142    	1916.81824    
702.5000      	14234.8754    	1887.81824    
703.0000      	14224.7511    	1863.63635    
703.5000      	14214.6411    	1837.18176    
704.0000      	14204.5455    	1780.90906    
704.5000      	14194.4642    	1958.54541    
705.0000      	14184.3972    	1971.00000    
705.5000      	14174.3444    	1899.00000    
706.0000      	14164.3059    	2023.36365    
706.5000      	14154.2817    	1999.18176    
707.0000      	14144.2716    	1946.81824    
707.5000      	14134.2756    	1924.36365    
708.0000      	14124.2938    	1911.45459    
708.5000      	14114.3260    	1894.36365    
709.0000      	14104.3724    	1951.54541    
709.5000      	14094.4327    	2096.81812    
710.0000      	14084.5070    	1903.18176    
710.5000      	14074.5954    	1923.90906    
711.0000      	14064.6976    	1984.36365    
711.5000      	14054.8138    	2004.18176    
712.0000      	14044.9438    	1948.36365    
712.5000      	14035.0877    	1960.00000    
713.0000      	14025.2454    	1891.90906    
713.5000      	14015.4170    	2082.63647    
714.0000      	14005.6022    	1982.54541    
714.5000      	13995.8013    	2050.90918    
715.0000      	13986.0140    	1854.81824    
715.5000      	13976.2404    	1884.27271    
716.0000      	13966.4804    	1956.72729    
716.5000      	13956.7341    	1939.45459    
717.0000      	13947.0014    	1966.81824    
717.5000      	13937.2822    	1889.81824    
718.0000      	13927.5766    	1931.09094    
718.5000      	13917.8845    	1924.54541    
719.0000      	13908.2058    	1877.18176    
719.5000      	13898.5407    	1950.54541    
720.0000      	13888.8889    	2035.00000    
720.5000      	13879.2505    	1952.18176    
721.0000      	13869.6255    	1924.36365    
721.5000      	13860.0139    	1907.18176    
722.0000      	13850.4155    	1946.54541    
722.5000      	13840.8304    	1761.18176    
723.0000      	13831.2586    	1895.09094    
723.5000      	13821.7001    	1865.54541    
724.0000      	13812.1547    	1838.90906    
724.5000      	13802.6225    	1809.09094    
725.0000      	13793.1034    	1897.45459    
725.5000      	13783.5975    	1876.36365    
726.0000      	13774.1047    	1870.54541    
726.5000      	13764.6249    	1955.72729    
727.0000      	13755.1582    	1850.63635    
727.5000      	13745.7045    	1891.00000    
728.0000      	13736.2637    	1938.81824    
728.5000      	13726.8360    	1927.36365    
729.0000      	13717.4211    	1976.18176    
729.5000      	13708.0192    	1953.36365    
730.0000      	13698.6301    	1965.90906    
730.5000      	13689.2539    	1952.09094    
731.0000      	13679.8906    	1966.45459    
731.5000      	13670.5400    	1952.00000    
732.0000      	13661.2022    	1911.00000    
732.5000      	13651.8771    	2002.90906    
733.0000      	13642.5648    	1932.18176    
733.5000      	13633.2652    	1990.00000    
734.0000      	13623.9782    	1964.90906    
734.5000      	13614.7039    	1886.18176    
735.0000      	13605.4422    	1978.45459    
735.5000      	13596.1931    	1887.63635    
736.0000      	13586.9565    	1949.45459    
736.5000      	13577.7325    	2013.90906    
737.0000      	13568.5210    	1977.09094    
737.5000      	13559.3220    	1869.54541    
738.0000      	13550.1355    	1916.90906    
738.5000      	13540.9614    	1886.36365    
739.0000      	13531.7997    	1809.36365    
739.5000      	13522.6504    	1852.72729    
740.0000      	13513.5135    	1857.54541    
740.5000      	13504.3889    	1764.36365    
741.0000      	13495.2767    	1889.72729    
741.5000      	13486.1767    	2035.36365    
742.0000      	13477.0889    	2110.45459    
742.5000      	13468.0135    	1859.09094    
743.0000      	13458.9502    	1891.72729    
743.5000      	13449.8991    	1932.09094    
744.0000      	13440.8602    	1913.45459    
744.5000      	13431.8334    	1958.36365    
745.0000      	13422.8188    	1910.45459    
745.5000      	13413.8162    	1829.00000    
746.0000      	13404.8257    	1852.54541    
746.5000      	13395.8473    	1916.72729    
747.0000      	13386.8809    	1830.00000    
747.5000      	13377.9264    	1956.81824    
748.0000      	13368.9840    	1869.36365    
748.5000      	13360.0534    	1926.90906    
749.0000      	13351.1348    	1868.00000    
749.5000      	13342.2282    	1844.09094    
750.0000      	13333.3333    	1864.18176    
750.5000      	13324.4504    	1935.45459    
751.0000      	13315.5792    	1958.00000    
751.5000      	13306.7199    	2015.09094    
752.0000      	13297.8723    	2062.90918    
752.5000      	13289.0365    	2077.81812    
753.0000      	13280.2125    	2123.45459    
753.5000      	13271.4001    	2001.72729    
754.0000      	13262.5995    	1920.36365    
754.5000      	13253.8105    	1988.72729    
755.0000      	13245.0331    	1932.72729    
755.5000      	13236.2674    	1881.27271    
756.0000      	13227.5132    	1933.63635    
756.5000      	13218.7707    	1989.00000    
757.0000      	13210.0396    	1927.90906    
757.5000      	13201.3201    	1891.36365    
758.0000      	13192.6121    	1963.72729    
758.5000      	13183.9156    	1980.45459    
759.0000      	13175.2306    	2074.63647    
759.5000      	13166.5569    	1852.81824    
760.0000      	13157.8947    	1944.81824    
760.5000      	13149.2439    	2100.72729    
761.0000      	13140.6045    	1852.45459    
761.5000      	13131.9764    	2006.63635    
762.0000      	13123.3596    	1919.00000    
762.5000      	13114.7541    	1914.90906    
763.0000      	13106.1599    	1891.00000    
763.5000      	13097.5769    	1944.63635    
764.0000      	13089.0052    	1910.27271    
764.5000      	13080.4447    	1817.54541    
765.0000      	13071.8954    	1862.81824    
765.5000      	13063.3573    	1934.81824    
766.0000      	13054.8303    	1972.18176    
766.5000      	13046.3144    	1987.18176    
767.0000      	13037.8096    	1931.00000    
767.5000      	13029.3160    	1801.27271    
768.0000      	13020.8333    	1938.54541    
768.5000      	13012.3617    	2012.18176    
769.0000      	13003.9012    	1966.90906    
769.5000      	12995.4516    	1967.36365    
770.0000      	12987.0130    	1947.36365    
770.5000      	12978.5853    	1934.54541    
771.0000      	12970.1686    	2010.27271    
771.5000      	12961.7628    	2109.63647    
772.0000      	12953.3679    	1903.45459    
772.5000      	12944.9838    	1881.54541    
773.0000      	12936.6106    	1936.27271    
773.5000      	12928.2482    	1959.18176    
774.0000      	12919.8966    	1943.81824    
774.5000      	12911.5558    	1895.90906    
775.0000      	12903.2258    	1931.45459    
775.5000      	12894.9065    	1941.09094    
776.0000      	12886.5979    	1937.90906    
776.5000      	12878.3001    	1872.00000    
777.0000      	12870.0129    	1894.18176    
777.5000      	12861.7363    	1848.45459    
778.0000      	12853.4704    	1917.72729    
778.5000      	12845.2152    	2040.18176    
779.0000      	12836.9705    	1995.18176    
779.5000      	12828.7364    	2021.00000    
780.0000      	12820.5128    	1882.54541    
780.5000      	12812.2998    	1845.00000    
781.0000      	12804.0973    	1864.18176    
781.5000      	12795.9053    	1971.00000    
782.0000      	12787.7238    	1935.54541    
782.5000      	12779.5527    	1874.09094    
783.0000      	12771.3921    	1831.27271    
783.5000      	12763.2419    	1883.09094    
784.0000      	12755.1020    	1872.18176    
784.5000      	12746.9726    	2037.27271    
785.0000      	12738.8535    	1910.36365    
785.5000      	12730.7447    	1904.18176    
786.0000      	12722.6463    	1873.63635    
786.5000      	12714.5582    	1872.00000    
787.0000      	12706.4803    	2005.09094    
787.5000      	12698.4127    	1915.45459    
788.0000      	12690.3553    	2046.81824    
788.5000      	12682.3082    	1947.81824    
789.0000      	12674.2712    	1988.09094    
789.5000      	12666.2445    	1951.36365    
790.0000      	12658.2278    	1912.54541    
790.5000      	12650.2214    	1916.36365    
791.0000      	12642.2250    	1861.81824    
791.5000      	12634.2388    	1881.27271    
792.0000      	12626.2626    	1975.90906    
792.5000      	12618.2965    	1950.90906    
793.0000      	12610.3405    	1920.09094    
793.5000      	12602.3945    	1850.45459    
794.0000      	12594.4584    	1980.36365    
794.5000      	12586.5324    	1980.45459    
795.0000      	12578.6164    	2009.09094    
795.5000      	12570.7102    	1979.45459    
796.0000      	12562.8141    	1879.27271    
796.5000      	12554.9278    	1875.00000    
797.0000      	12547.0514    	1971.09094    
797.5000      	12539.1850    	1922.09094    
798.0000      	12531.3283    	1928.72729    
798.5000      	12523.4815    	1892.63635    
799.0000      	12515.6446    	1848.81824    
799.5000      	12507.8174    	1972.54541    
800.0000      	12500.0000    	2034.00000    
