Unit Serial No : 240-LV0P465-EU
Integration Time : 249 ms
Time Average: 11
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : Sample Name
Measurement No : 1
Measurement Time : 09/18/2007   09:28:53

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
677.5000      	14760.1476    	2618.54541    
678.0000      	14749.2625    	2633.54541    
678.5000      	14738.3935    	2636.09082    
679.0000      	14727.5405    	3064.63647    
679.5000      	14716.7035    	2693.54541    
680.0000      	14705.8824    	2599.45459    
680.5000      	14695.0771    	2400.27271    
681.0000      	14684.2878    	2432.18188    
681.5000      	14673.5143    	2705.09082    
682.0000      	14662.7566    	2585.72729    
682.5000      	14652.0147    	2754.18188    
683.0000      	14641.2884    	2518.27271    
683.5000      	14630.5779    	2572.00000    
684.0000      	14619.8830    	2457.27271    
684.5000      	14609.2038    	2624.09082    
685.0000      	14598.5401    	2511.09082    
685.5000      	14587.8920    	2284.09082    
686.0000      	14577.2595    	2499.36353    
686.5000      	14566.6424    	2385.09082    
687.0000      	14556.0408    	2351.72729    
687.5000      	14545.4545    	2255.90918    
688.0000      	14534.8837    	2754.90918    
688.5000      	14524.3282    	3082.72729    
689.0000      	14513.7881    	2415.00000    
689.5000      	14503.2632    	2433.45459    
690.0000      	14492.7536    	2902.27271    
690.5000      	14482.2592    	2353.72729    
691.0000      	14471.7800    	2577.81812    
691.5000      	14461.3160    	2456.36353    
692.0000      	14450.8671    	2560.90918    
692.5000      	14440.4332    	3110.90918    
693.0000      	14430.0144    	2680.36353    
693.5000      	14419.6107    	2515.27271    
694.0000      	14409.2219    	2901.63647    
694.5000      	14398.8481    	2558.09082    
695.0000      	14388.4892    	2515.90918    
695.5000      	14378.1452    	2485.63647    
696.0000      	14367.8161    	2342.45459    
696.5000      	14357.5018    	2678.27271    
697.0000      	14347.2023    	2502.90918    
697.5000      	14336.9176    	2539.00000    
698.0000      	14326.6476    	2727.63647    
698.5000      	14316.3923    	2652.54541    
699.0000      	14306.1516    	2626.81812    
699.5000      	14295.9257    	2569.81812    
700.0000      	14285.7143    	2504.27271    
700.5000      	14275.5175    	2685.72729    
701.0000      	14265.3352    	3009.00000    
701.5000      	14255.1675    	2465.63647    
702.0000      	14245.0142    	2583.63647    
702.5000      	14234.8754    	2499.18188    
703.0000      	14224.7511    	2425.72729    
703.5000      	14214.6411    	2385.72729    
704.0000      	14204.5455    	2172.45459    
704.5000      	14194.4642    	2625.63647    
705.0000      	14184.3972    	2659.36353    
705.5000      	14174.3444    	2534.90918    
706.0000      	14164.3059    	2778.09082    
706.5000      	14154.2817    	2732.27271    
707.0000      	14144.2716    	2648.09082    
707.5000      	14134.2756    	2544.09082    
708.0000      	14124.2938    	2465.18188    
708.5000      	14114.3260    	2430.00000    
709.0000      	14104.3724    	2644.27271    
709.5000      	14094.4327    	2989.81812    
710.0000      	14084.5070    	2518.00000    
710.5000      	14074.5954    	2586.00000    
711.0000      	14064.6976    	2719.27271    
711.5000      	14054.8138    	2735.00000    
712.0000      	14044.9438    	2631.90918    
712.5000      	14035.0877    	2673.36353    
713.0000      	14025.2454    	2527.72729    
713.5000      	14015.4170    	2928.00000    
714.0000      	14005.6022    	2725.63647    
714.5000      	13995.8013    	2907.54541    
715.0000      	13986.0140    	2392.90918    
715.5000      	13976.2404    	2505.09082    
716.0000      	13966.4804    	2660.81812    
716.5000      	13956.7341    	2616.45459    
717.0000      	13947.0014    	2616.09082    
717.5000      	13937.2822    	2486.72729    
718.0000      	13927.5766    	2640.36353    
718.5000      	13917.8845    	2623.18188    
719.0000      	13908.2058    	2496.45459    
719.5000      	13898.5407    	2630.09082    
720.0000      	13888.8889    	2812.18188    
720.5000      	13879.2505    	2628.72729    
721.0000      	13869.6255    	2523.27271    
721.5000      	13860.0139    	2511.90918    
722.0000      	13850.4155    	2564.36353    
722.5000      	13840.8304    	2150.09082    
723.0000      	13831.2586    	2450.36353    
723.5000      	13821.7001    	2395.54541    
724.0000      	13812.1547    	2266.18188    
724.5000      	13802.6225    	2256.45459    
725.0000      	13793.1034    	2534.90918    
725.5000      	13783.5975    	2502.72729    
726.0000      	13774.1047    	2405.18188    
726.5000      	13764.6249    	2583.72729    
727.0000      	13755.1582    	2367.18188    
727.5000      	13745.7045    	2440.54541    
728.0000      	13736.2637    	2585.45459    
728.5000      	13726.8360    	2594.00000    
729.0000      	13717.4211    	2641.54541    
729.5000      	13708.0192    	2583.90918    
730.0000      	13698.6301    	2624.81812    
730.5000      	13689.2539    	2577.63647    
731.0000      	13679.8906    	2665.36353    
731.5000      	13670.5400    	2584.09082    
732.0000      	13661.2022    	2531.45459    
732.5000      	13651.8771    	2727.63647    
733.0000      	13642.5648    	2551.45459    
733.5000      	13633.2652    	2733.18188    
734.0000      	13623.9782    	2684.18188    
734.5000      	13614.7039    	2465.45459    
735.0000      	13605.4422    	2679.81812    
735.5000      	13596.1931    	2514.36353    
736.0000      	13586.9565    	2625.72729    
736.5000      	13577.7325    	2805.18188    
737.0000      	13568.5210    	2649.36353    
737.5000      	13559.3220    	2478.54541    
738.0000      	13550.1355    	2520.27271    
738.5000      	13540.9614    	2444.27271    
739.0000      	13531.7997    	2303.54541    
739.5000      	13522.6504    	2401.63647    
740.0000      	13513.5135    	2447.81812    
740.5000      	13504.3889    	2225.45459    
741.0000      	13495.2767    	2521.18188    
741.5000      	13486.1767    	2820.27271    
742.0000      	13477.0889    	2963.90918    
742.5000      	13468.0135    	2377.36353    
743.0000      	13458.9502    	2465.63647    
743.5000      	13449.8991    	2551.72729    
744.0000      	13440.8602    	2510.18188    
744.5000      	13431.8334    	2689.45459    
745.0000      	13422.8188    	2514.09082    
745.5000      	13413.8162    	2302.90918    
746.0000      	13404.8257    	2337.09082    
746.5000      	13395.8473    	2540.54541    
747.0000      	13386.8809    	2343.09082    
747.5000      	13377.9264    	2608.00000    
748.0000      	13368.9840    	2426.36353    
748.5000      	13360.0534    	2532.36353    
749.0000      	13351.1348    	2431.36353    
749.5000      	13342.2282    	2351.45459    
750.0000      	13333.3333    	2384.72729    
750.5000      	13324.4504    	2530.72729    
751.0000      	13315.5792    	2654.54541    
751.5000      	13306.7199    	2743.90918    
752.0000      	13297.8723    	2898.18188    
752.5000      	13289.0365    	2913.90918    
753.0000      	13280.2125    	3030.09082    
753.5000      	13271.4001    	2734.81812    
754.0000      	13262.5995    	2550.63647    
754.5000      	13253.8105    	2738.54541    
755.0000      	13245.0331    	2600.63647    
755.5000      	13236.2674    	2519.00000    
756.0000      	13227.5132    	2592.63647    
756.5000      	13218.7707    	2722.36353    
757.0000      	13210.0396    	2570.09082    
757.5000      	13201.3201    	2526.72729    
758.0000      	13192.6121    	2668.90918    
758.5000      	13183.9156    	2710.00000    
759.0000      	13175.2306    	2927.27271    
759.5000      	13166.5569    	2440.27271    
760.0000      	13157.8947    	2612.81812    
760.5000      	13149.2439    	2923.54541    
761.0000      	13140.6045    	2396.45459    
761.5000      	13131.9764    	2829.81812    
762.0000      	13123.3596    	2580.09082    
762.5000      	13114.7541    	2521.54541    
763.0000      	13106.1599    	2523.72729    
763.5000      	13097.5769    	2635.09082    
764.0000      	13089.0052    	2587.00000    
764.5000      	13080.4447    	2325.09082    
765.0000      	13071.8954    	2403.63647    
765.5000      	13063.3573    	2595.63647    
766.0000      	13054.8303    	2663.27271    
766.5000      	13046.3144    	2726.72729    
767.0000      	13037.8096    	2568.18188    
767.5000      	13029.3160    	2249.36353    
768.0000      	13020.8333    	2610.09082    
768.5000      	13012.3617    	2779.45459    
769.0000      	13003.9012    	2684.27271    
769.5000      	12995.4516    	2683.18188    
770.0000      	12987.0130    	2624.90918    
770.5000      	12978.5853    	2560.45459    
771.0000      	12970.1686    	2726.36353    
771.5000      	12961.7628    	3012.72729    
772.0000      	12953.3679    	2536.72729    
772.5000      	12944.9838    	2544.00000    
773.0000      	12936.6106    	2601.81812    
773.5000      	12928.2482    	2660.18188    
774.0000      	12919.8966    	2652.90918    
774.5000      	12911.5558    	2500.18188    
775.0000      	12903.2258    	2586.36353    
775.5000      	12894.9065    	2625.81812    
776.0000      	12886.5979    	2601.90918    
776.5000      	12878.3001    	2507.81812    
777.0000      	12870.0129    	2542.00000    
777.5000      	12861.7363    	2344.90918    
778.0000      	12853.4704    	2502.81812    
778.5000      	12845.2152    	2878.54541    
779.0000      	12836.9705    	2730.72729    
779.5000      	12828.7364    	2780.09082    
780.0000      	12820.5128    	2456.27271    
780.5000      	12812.2998    	2385.27271    
781.0000      	12804.0973    	2495.90918    
781.5000      	12795.9053    	2719.54541    
782.0000      	12787.7238    	2636.00000    
782.5000      	12779.5527    	2470.09082    
783.0000      	12771.3921    	2364.45459    
783.5000      	12763.2419    	2479.63647    
784.0000      	12755.1020    	2383.00000    
784.5000      	12746.9726    	2799.54541    
785.0000      	12738.8535    	2553.72729    
785.5000      	12730.7447    	2531.27271    
786.0000      	12722.6463    	2473.18188    
786.5000      	12714.5582    	2469.45459    
787.0000      	12706.4803    	2776.81812    
787.5000      	12698.4127    	2585.18188    
788.0000      	12690.3553    	2928.45459    
788.5000      	12682.3082    	2594.00000    
789.0000      	12674.2712    	2712.90918    
789.5000      	12666.2445    	2613.90918    
790.0000      	12658.2278    	2529.00000    
790.5000      	12650.2214    	2550.72729    
791.0000      	12642.2250    	2433.54541    
791.5000      	12634.2388    	2533.81812    
792.0000      	12626.2626    	2664.36353    
792.5000      	12618.2965    	2598.45459    
793.0000      	12610.3405    	2484.36353    
793.5000      	12602.3945    	2393.54541    
794.0000      	12594.4584    	2700.18188    
794.5000      	12586.5324    	2721.36353    
795.0000      	12578.6164    	2759.54541    
795.5000      	12570.7102    	2669.63647    
796.0000      	12562.8141    	2450.90918    
796.5000      	12554.9278    	2447.81812    
797.0000      	12547.0514    	2699.27271    
797.5000      	12539.1850    	2562.90918    
798.0000      	12531.3283    	2586.90918    
798.5000      	12523.4815    	2419.72729    
799.0000      	12515.6446    	2364.36353    
799.5000      	12507.8174    	2646.36353    
800.0000      	12500.0000    	2830.72729    
